,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcexp,pcsoc,c,pov_line,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dc_pre_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
45,ARMM,EQ,1,1538517014,helped,a,1.2236318232893535,20517.928458621598,1911.12150870275,20872.678,22302.6775,73452.99600916362,0.9150000000000006,5340,610,5950.0,2.6584099870520747e-07,157.46872269510058,0.9150000000000006,6264.602166415264,157.46872269510058,6422.070889110365,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.0138433407473806,0.0,-1,8.689788053949885,8.689788053949885,1.8800000000012893,26049.079999999984,30381.05,0.0,10.0,2.4667885072715716,0.52,0.49,0.03,2.27,0.0,0.04,0.0
46,ARMM,EQ,1,1538811017,helped,a,0.746617799597811,16147.457377806533,3838.2356495855797,15453.292999999998,22302.6775,44994.23671246453,0.19500000000000006,16678,1906,18584.0,2.6584099870520747e-07,492.02522206042903,0.19500000000000006,7557.57077003446,492.02522206042903,8049.595992094889,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.01608864526537559,0.0,-1,8.689788053949885,8.689788053949885,3063.579999999991,6586.019999999981,30381.01,0.0,10.0,2296.179044913175,793.92,793.83,0.09,1393.57,0.0,26.8,0.0
47,ARMM,EQ,1,1538931218,helped,a,0.6104073259992125,182059.68141066388,0.0,236120.68999999997,22302.6775,914680.8231809029,0.9150000000000006,68800,7866,76666.0,2.6584099870520747e-07,2030.5720864256743,0.9150000000000006,80712.40675643107,2030.5720864256743,82742.97884285674,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.004115882554799904,0.04665040180234924,-1,0.0,0.0,24.249999999999353,0.09000000001728453,30382.36,0.0,2.76,15.898863039552754,6.72,6.37,0.35,29.3,29.3,0.0,6619.0
48,ARMM,EQ,1,1538931332,helped,a,0.8138764296462562,63504.57230918269,1919.117943493833,78659.79700000002,22302.6775,297276.9031416372,0.4550000000000002,52503,6002,58505.0,2.6584099870520747e-07,1549.3889731409733,0.4550000000000002,37442.28090814286,1549.3889731409733,38991.66988128383,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.007131051698998043,0.12917916766552542,-1,0.0,0.0,1007.0500000000001,0.09000000002665859,30381.39,0.0,5.061,827.6818430237264,262.53,262.26,0.27,724.77,724.77,0.0,3899.0
49,ARMM,EQ,1,1538931446,helped,a,0.4069382223521688,52010.97398330772,3838.235815973855,50589.06599999999,22302.6775,181102.67184597687,0.8450000000000005,13976,1597,15573.0,2.6584099870520747e-07,412.25827892471415,0.8450000000000005,15417.571772129759,412.25827892471415,15829.830051054472,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.008892045268893225,0.0,-1,0.0,0.0,9.060000000004296,18721.549999999977,30381.22,0.0,10.0,3.860784692578749,2.45,2.38,0.07,10.23,0.0,0.2,0.0
50,ARMM,EQ,1,1538931788,helped,a,0.5086727741756907,61412.15733365449,0.0,140935.58,22302.6775,545954.1572992946,0.5250000000000002,85560,9782,95342.0,2.6584099870520747e-07,2525.1787629565147,0.5250000000000002,67005.92444884068,2525.1787629565147,69531.10321179719,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.005327453553929157,0.16615214895935182,-1,0.0,0.0,893.2099999999613,0.09000000000153024,30381.77,0.0,3.614,459.8346560960423,233.36,232.92,0.44,707.06,707.06,0.0,10430.0
51,ARMM,EQ,1,1566111111,helped,a,5.371094867320026,15288.460514189775,0.0,24142.435999999998,22302.6775,93522.61012820293,0.155,39720,4541,44261.0,2.6584099870520747e-07,1172.2384750138553,0.155,16410.13715647442,1172.2384750138553,17582.375631488274,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.012871804982910547,0.5672117880014296,-1,8.689788053949885,8.689788053949885,10328.809999999976,4328.969999999974,30381.07,3868.0,9.769,55647.16804394281,2674.51,2674.31,0.2,4280.26,3868.0,7.82,3868.0
52,ARMM,EQ,1,1566126012,helped,a,1.3762407358519753,16998.723797859173,685.3992467243188,20699.720999999998,22302.6775,77531.18245035474,0.165,31273,3575,34848.0,2.6584099870520747e-07,922.8699731721058,0.165,13233.029530368294,922.8699731721058,14155.8995035404,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.01390105461847424,0.27020900756360566,-1,8.689788053949885,8.689788053949885,7455.360000000002,0.10000000001686087,30381.05,0.0,10.0,10293.896697874114,1930.86,1930.7,0.16,3164.91,3159.72,0.0,0.0
53,ARMM,EQ,1,1566131117,helped,a,1.3858122547675908,13882.09808185013,0.0,18379.775000000005,22302.6775,71199.29950602714,0.155,30536,3491,34027.0,2.6584099870520747e-07,901.1857556206494,0.156,10976.60910534039,901.1857556206494,11877.79486096104,2,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.014752305599606979,0.3137328361699129,-1,8.689788053949885,8.689788053949885,8049.7800000000025,0.09999999999012514,30381.04,0.0,10.0,11189.90233713775,2084.43,2084.27,0.16,3343.98,3343.98,0.0,0.0
54,ARMM,EQ,1,1566131236,helped,a,1.3858122547675908,12993.066789878601,0.0,18344.682,22302.6775,71063.35676366139,0.20500000000000004,25446,2909,28355.0,2.6584099870520747e-07,750.945105442701,0.206,11091.756755518334,750.945105442701,11842.701860961035,2,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.014766409286667361,0.09082877174321001,-1,8.689788053949885,8.689788053949885,4264.519999999968,0.09000000001842183,30381.04,0.0,10.0,5934.027690774623,1105.37,1105.24,0.13,1987.35,1987.35,0.0,0.0
