district,hazard,rp,hhid,affected_cat,helped_cat,index,c,c_min,const,dc0,dc0_prv,dc0_pub,dc_net,dc_npv_pre,dc_post_reco,dc_t,di0,di0_prv,di0_pub,di_prv_t,di_pub_t,di_t,dk0,dk_private,dk_prv_t,dk_public,dw,dw_curr_no_clip,has_ew,help_received,hh_reco_rate,integ,ispoor,macro_multiplier,pc_fee,pc_fee_BE,pcsoc,pcwgt,pcwgt_ae,pov_line,sav_delta,sav_f,sav_i,sav_offset_to,scale_fac_soc,t_start_prv_reco,welf_class,wprime_hh,dw_curr,dw_tot
Colombo,PF,500.0,11210093091,a,helped,43702,31215.252803982043,36346.798828125,0.01132000366356556,24694.50377388281,24694.50377388281,0.0,24694.50377388281,139096.23858264292,0.0,24694.50377388281,24694.50377388281,24694.50377388281,0.0,24694.50377388281,0.0,24694.50377388281,73252.6534100223,73252.6534100223,73252.6534100223,0.0,0.05545402319549671,4157829.276014743,0.0,0.0,0.0,7.829414353349088,1.0,5.632680043150034,0.0,0.0,0.0,54.938291566254975,54.938291566254975,43493.30859375,0.0,0.0,2601.2710669985036,0.0,0.0047838683233755635,0.0,3.0,1.8132167204683824e-07,2601500.223304248,142921977.7775662
Colombo,PF,1000.0,11210093091,a,helped,46035,31215.252803982043,36346.798828125,0.01132000366356556,23292.344187705305,23292.344187705305,0.0,23292.344187705305,131198.32226426937,0.0,23292.344187705305,23292.344187705305,23292.344187705305,0.0,23292.344187705305,0.0,23292.344187705305,69093.35095420903,69093.35095420903,69093.35095420903,0.0,0.05545402319549671,3417253.28354181,0.0,0.0,0.0,6.4348702486495934,1.0,5.632680043150034,0.0,0.0,0.0,56.083418998412995,56.083418998412995,43493.30859375,0.0,2.842170943040401e-14,2601.2710669985036,0.0,0.004769696482398724,0.0,3.0,1.8132167204683824e-07,2601500.223304248,145901027.0480371
Gampaha,PF,5.0,12101137041,a,helped,58589,35444.39202612584,36346.798828125,0.010623221332221109,27895.524543370255,27895.524543370255,0.0,27895.524543370255,157126.5643886436,0.0,27895.524543370255,27895.524543370255,27895.524543370255,0.0,27895.524543370255,0.0,27895.524543370255,82748.01590576676,82748.01590576676,82748.01590576676,0.0,0.05545402319549671,3956601.2701159166,0.0,0.0,0.0,7.939172683573051,1.0,5.632680043150034,0.0,0.0,0.0,6.698884611569306,6.698884611569306,43493.30859375,0.0,0.0,2953.6993355104864,0.0,0.0005148498820859466,0.0,3.0,1.498575758386658e-07,2601500.223304248,17427149.81288694
Gampaha,PF,25.0,12101137041,a,helped,62899,35444.39202612584,36346.798828125,0.010623221332221109,28391.946388668686,28391.946388668686,0.0,28391.946388668686,159922.7498096398,0.0,28391.946388668686,28391.946388668686,28391.946388668686,0.0,28391.946388668686,0.0,28391.946388668686,84220.5791008721,84220.5791008721,84220.5791008721,0.0,0.05545402319549671,4204830.749396868,0.0,0.0,0.0,8.437260958489658,1.0,5.632680043150034,0.0,0.0,0.0,10.344832071785632,10.344832071785632,43493.30859375,0.0,0.0,2953.6993355104864,0.0,0.0008065892173169072,0.0,3.0,1.498575758386658e-07,2601500.223304248,26912082.944795266
Gampaha,PF,50.0,12101137041,a,helped,65054,35444.39202612584,36346.798828125,0.010623221332221109,29514.3229092289,29514.3229092289,0.0,29514.3229092289,166244.7376378995,0.0,29514.3229092289,29514.3229092289,29514.3229092289,0.0,29514.3229092289,0.0,29514.3229092289,87549.9457894669,87549.9457894669,87549.9457894669,0.0,0.05545402319549671,4914174.788213891,0.0,0.0,0.0,9.860604993373038,1.0,5.632680043150034,0.0,0.0,0.0,11.06075170732095,11.06075170732095,43493.30859375,0.0,0.0,2953.6993355104864,0.0,0.0008539015986196664,0.0,3.0,1.498575758386658e-07,2601500.223304248,28774548.036508292
Gampaha,PF,250.0,12101137041,a,helped,69364,35444.39202612584,36346.798828125,0.010623221332221109,25124.289018081425,25124.289018081425,0.0,25124.289018081425,141517.08135048082,0.0,25124.289018081425,25124.289018081425,25124.289018081425,0.0,25124.289018081425,0.0,25124.289018081425,74527.54882085133,74527.54882085133,74527.54882085133,0.0,0.05545402319549671,2848174.486875425,0.0,0.0,0.0,5.715043680302059,1.0,5.632680043150034,0.0,0.0,0.0,12.691856364642073,12.691856364642073,43493.30859375,0.0,-2.842170943040401e-14,2953.6993355104864,0.0,0.0009912360170125374,0.0,3.0,1.498575758386658e-07,2601500.223304248,33017867.166761793
Gampaha,PF,500.0,12101137041,a,helped,71519,35444.39202612584,36346.798828125,0.010623221332221109,25211.76682381423,25211.76682381423,0.0,25211.76682381423,142009.81584105053,0.0,25211.76682381423,25211.76682381423,25211.76682381423,0.0,25211.76682381423,0.0,25211.76682381423,74787.03900713283,74787.03900713283,74787.03900713283,0.0,0.05545402319549671,2879282.098169571,0.0,0.0,0.0,5.777463085487776,1.0,5.632680043150034,0.0,0.0,0.0,13.451392495748596,13.451392495748596,43493.30859375,0.0,0.0,2953.6993355104864,0.0,0.0010330655671069997,0.0,3.0,1.498575758386658e-07,2601500.223304248,34993800.58144306
Gampaha,PF,1000.0,12101137041,a,helped,73674,35444.39202612584,36346.798828125,0.010623221332221109,26278.0756047684,26278.0756047684,0.0,26278.0756047684,148015.99203136674,0.0,26278.0756047684,26278.0756047684,26278.0756047684,0.0,26278.0756047684,0.0,26278.0756047684,77950.08890173769,77950.08890173769,77950.08890173769,0.0,0.05545402319549671,3243593.731400063,0.0,0.0,0.0,6.508477602592925,1.0,5.632680043150034,0.0,0.0,0.0,14.270534211825238,14.270534211825238,43493.30859375,0.0,0.0,2953.6993355104864,0.0,0.0010949209751976731,0.0,3.0,1.498575758386658e-07,2601500.223304248,37124797.93873426
Hambantota,PF,5.0,33211033041,a,helped,76440,31027.20701221713,36346.798828125,0.0113542552718433,24310.83576057619,24310.83576057619,0.0,24310.83576057619,136935.15942089568,0.0,24310.83576057619,24310.83576057619,24310.83576057619,0.0,24310.83576057619,0.0,24310.83576057619,72114.558056473,72114.558056473,72114.558056473,0.0,0.05545402319549671,4141228.052363421,0.0,0.0,0.0,7.774629205573533,1.0,5.632680043150034,0.0,0.0,0.0,36.47870694968188,36.47870694968188,43493.30859375,0.0,0.0,2585.6005843514276,0.0,0.00010117348965042447,0.0,3.0,1.8297256448787834e-07,2601500.223304248,94899364.27544762
Hambantota,PF,10.0,33211033041,a,helped,77323,31027.20701221713,36346.798828125,0.0113542552718433,24548.43838288308,24548.43838288308,0.0,24548.43838288308,138273.49896976384,0.0,24548.43838288308,24548.43838288308,24548.43838288308,0.0,24548.43838288308,0.0,24548.43838288308,72819.3716741318,72819.3716741318,72819.3716741318,0.0,0.05545402319549671,4283359.17476458,0.0,0.0,0.0,8.041462319149677,1.0,5.632680043150034,0.0,0.0,0.0,42.37477817039697,42.37477817039697,43493.30859375,0.0,0.0,2585.6005843514276,0.0,0.00012116047273169386,0.0,3.0,1.8297256448787834e-07,2601500.223304248,110237994.87275569
Hambantota,PF,10.0,33211036071,a,helped,77334,38028.11958411883,36346.798828125,0.010255989562577504,28149.92688927634,28149.92688927634,0.0,28149.92688927634,158559.53140535936,0.0,28149.92688927634,28149.92688927634,28149.92688927634,0.0,28149.92688927634,0.0,28149.92688927634,83502.66345981335,83502.66345981335,83502.66345981335,0.0,0.05545402319549671,3167309.7790110116,0.0,0.0,0.0,6.58297436194395,1.0,5.632680043150034,0.0,0.0,0.0,28.24985211359798,28.24985211359798,43493.30859375,0.0,-2.842170943040401e-14,3169.0099653432358,0.0,0.00012116047273169386,0.0,3.0,1.3484744545271406e-07,2601500.223304248,73491996.58183713
Hambantota,PF,25.0,33211036071,a,helped,78217,38028.11958411883,36346.798828125,0.010255989562577504,27120.73239731105,27120.73239731105,0.0,27120.73239731105,152762.40812994653,0.0,27120.73239731105,27120.73239731105,27120.73239731105,0.0,27120.73239731105,0.0,27120.73239731105,80449.70770489059,80449.70770489059,80449.70770489059,0.0,0.05545402319549671,2847570.455265651,0.0,0.0,0.0,5.918424343922586,1.0,5.632680043150034,0.0,0.0,0.0,32.348532679848624,32.348532679848624,43493.30859375,0.0,0.0,3169.0099653432358,0.0,0.00013501981198796976,0.0,3.0,1.3484744545271406e-07,2601500.223304248,84154714.99019095
Hambantota,PF,50.0,33211036071,a,helped,79100,38028.11958411883,36346.798828125,0.010255989562577504,28105.49043386802,28105.49043386802,0.0,28105.49043386802,158309.2350697926,0.0,28105.49043386802,28105.49043386802,28105.49043386802,0.0,28105.49043386802,0.0,28105.49043386802,83370.84917852223,83370.84917852223,83370.84917852223,0.0,0.05545402319549671,3167125.8106186227,0.0,0.0,0.0,6.582591999846458,1.0,5.632680043150034,0.0,0.0,0.0,35.826337375470736,35.826337375470736,43493.30859375,0.0,0.0,3169.0099653432358,0.0,0.00015131348870544347,0.0,3.0,1.3484744545271406e-07,2601500.223304248,93202224.68246044
Hambantota,PF,100.0,33207001101,a,helped,79765,29040.45826665856,36346.798828125,0.011736220568786832,19378.584884696975,19378.584884696975,0.0,19378.584884696975,109153.36834452156,0.0,19378.584884696975,19378.584884696975,19378.584884696975,0.0,19378.584884696975,0.0,19378.584884696975,57483.7532729335,57483.7532729335,57483.7532729335,0.0,0.05545402319549671,2673503.9911056906,0.0,0.0,0.0,4.855810904109078,1.0,5.632680043150034,0.0,0.0,0.0,41.276516545339575,41.276516545339575,43493.30859375,0.0,0.0,2420.0381888882134,0.0,0.00015150020347603411,0.0,3.0,2.020667246539498e-07,2601500.223304248,107380867.00992239
Hambantota,PF,100.0,33211036071,a,helped,79983,38028.11958411883,36346.798828125,0.010255989562577504,31359.56863684198,31359.56863684198,0.0,31359.56863684198,176638.41642253354,0.0,31359.56863684198,31359.56863684198,31359.56863684198,0.0,31359.56863684198,0.0,31359.56863684198,93023.59883302885,93023.59883302885,93023.59883302885,0.0,0.05545402319549671,4631208.03674362,0.0,0.0,0.0,9.625557933342279,1.0,5.632680043150034,0.0,0.0,0.0,36.69016467373652,36.69016467373652,43493.30859375,0.0,0.0,3169.0099653432358,0.0,0.00015150020347603411,0.0,3.0,1.3484744545271406e-07,2601500.223304248,95449471.59179518
Hambantota,PF,250.0,33207001101,a,helped,80648,29040.45826665856,36346.798828125,0.011736220568786832,19587.274528734593,19587.274528734593,0.0,19587.274528734593,110328.85033770434,0.0,19587.274528734593,19587.274528734593,19587.274528734593,0.0,19587.274528734593,0.0,19587.274528734593,58102.80074620633,58102.80074620633,58102.80074620633,0.0,0.05545402319549671,2740208.990055703,0.0,0.0,0.0,4.976965337518432,1.0,5.632680043150034,0.0,0.0,0.0,45.91453591926716,45.91453591926716,43493.30859375,0.0,2.1316282072803006e-14,2420.0381888882134,0.0,0.00017045846168414102,0.0,3.0,2.020667246539498e-07,2601500.223304248,119446675.44688442
Hambantota,PF,250.0,33211033041,a,helped,80855,31027.20701221713,36346.798828125,0.0113542552718433,21397.48887178839,21397.48887178839,0.0,21397.48887178839,120525.20854164741,0.0,21397.48887178839,21397.48887178839,21397.48887178839,0.0,21397.48887178839,0.0,21397.48887178839,63472.53828309961,63472.53828309961,63472.53828309961,0.0,0.05545402319549671,2828226.319529272,0.0,0.0,0.0,5.309635370415092,1.0,5.632680043150034,0.0,0.0,0.0,61.219260664075136,61.219260664075136,43493.30859375,0.0,0.0,2585.6005843514276,0.0,0.00017045846168414102,0.0,3.0,1.8297256448787834e-07,2601500.223304248,159261920.28811243
Hambantota,PF,250.0,33211036071,a,helped,80866,38028.11958411883,36346.798828125,0.010255989562577504,26222.943774119398,26222.943774119398,0.0,26222.943774119398,147705.4520691278,0.0,26222.943774119398,26222.943774119398,26222.943774119398,0.0,26222.943774119398,0.0,26222.943774119398,77786.54834553253,77786.54834553253,77786.54834553253,0.0,0.05545402319549671,2604892.0878321906,0.0,0.0,0.0,5.414038735164193,1.0,5.632680043150034,0.0,0.0,0.0,40.81284044271676,40.81284044271676,43493.30859375,0.0,1.4210854715202004e-14,3169.0099653432358,0.0,0.00017045846168414102,0.0,3.0,1.3484744545271406e-07,2601500.223304248,106174613.5254083
