,region,hazard,rp,level_0,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcsoc,c,pov_line,k,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
10,ARMM,EQ,1,10,157640230,helped,a,Basilan,0.9277003579106523,0,0.0,28000.33800000001,22302.6775,87829.28186966926,10355.322430798498,1183.9586757070244,11539.281106505523,0.027716393836287975,3301.319582592107,377.45091832838506,3678.770500920492,12048.927365487325,377.45091832838506,12426.37828381571,1.0015789060772862,2,15573.959716184301,0,0,0.0,0.011952213953413136,0.00543526174759567,-1,0.0,0.0,True,8986.245315710474,7491.503487305158,9099.974094330826,1882.121817179705,2920.675674425947,329.8894680121958,3250.5651424381426,12426.37828381571,1882.121817179705,200.86937234148266,3.3366541298477954e-06
11,ARMM,EQ,1,11,157640347,helped,a,Basilan,0.9277003579106523,0,0.0,24290.74000000001,22302.6775,76193.30346236713,27521.089730653235,3146.578309778989,30667.668040432225,0.01653960451408027,8773.83713247393,1003.1421678708601,9776.979300344788,8773.83713247393,1003.1421678708601,9776.979300344788,0.0,3,15573.959716184301,0,0,0.0,0.0128324512458021,0.008360503886833945,-1,0.15414258188824662,0.15414258188824662,True,27521.089730653235,6773.9914798958025,7894.365224981422,2444.244825086197,8773.83713247393,876.739252788387,9650.576385262317,9650.576385262317,2444.244825086197,138.85031907853795,3.3366541298477954e-06
12,ARMM,EQ,1,12,157640463,helped,a,Basilan,1.391550480970012,1,0.0,14660.443000000005,22302.6775,45985.73705007488,13364.828695969401,1528.0456006729119,14892.874296642312,0.01129613345066178,4260.762616214405,487.1472518896948,4747.9098681041,4260.762616214405,487.1472518896948,4747.9098681041,0.0,3,15573.959716184301,0,0,0.0,0.01651796147215679,0.0,-1,0.15414258188824662,0.15414258188824662,False,13364.828695969401,11892.59092356228,12619.635367576966,0.0,4260.762616214405,425.7632978645458,4686.525914078951,4686.525914078951,0.0,90.29915056028807,3.3366541298477954e-06
13,ARMM,EQ,1,13,157640579,helped,a,Basilan,1.1596254473883152,0,0.0,25692.90800000001,22302.6775,80591.51495897943,7213.586507099705,824.7534912715665,8038.339998371272,0.02635879343511925,2299.7211874139716,262.93482117447485,2562.6560085884466,9856.013462641231,262.93482117447485,10118.948283815706,1.2800804388529774,2,15573.959716184301,0,0,0.0,0.012477378936814505,0.0014617705727970525,-1,0.0,0.0,True,6034.343662564709,6881.910941142453,8350.071458008604,482.377451047306,1971.812334229673,229.8031984218552,2201.615532651528,10118.94828381571,482.377451047306,183.29097833697477,3.3366541298477954e-06
14,ARMM,EQ,1,14,157640696,helped,a,Basilan,1.0436628374375232,0,0.0,28644.793000000005,22302.6775,89850.75817639517,35720.891906376164,4084.0891395871054,39804.98104596327,0.018181786012773166,11387.96795041777,1302.024494521799,12689.992444939568,11768.808789293906,1302.024494521799,13070.833283815704,0.015836681223098635,2,15573.959716184301,0,0,0.0,0.011816997715454355,0.0242052938745787,-1,0.15414258188824662,0.15414258188824662,True,35647.870368923104,8415.676787293503,9309.408672254545,7271.194087375723,11368.156714111148,1137.9603200831405,12506.117034194289,13070.833283815704,7271.194087375723,111.70799986320492,3.3366541298477954e-06
15,ARMM,EQ,1,15,157738012,helped,a,Basilan,1.1732694664217047,1,0.0,21983.363000000005,22302.6775,68955.702797954,23434.100226750386,2679.299119487644,26113.39934623803,0.015564741688859261,7470.887989822998,854.1716310521772,8325.059620875176,7470.887989822998,854.1716310521772,8325.059620875176,0.0,3,15573.959716184301,0,0,0.0,0.01348909862603006,0.00782766686019307,-1,0.15414258188824662,0.15414258188824662,False,23434.100226750386,17969.171241467477,18923.1665831714,2081.264905218794,7470.887989822998,746.5400434229695,8217.428033245968,8217.428033245968,2081.264905218794,118.23050343019602,3.3366541298477954e-06
16,ARMM,EQ,1,16,1536121012,helped,a,Lanao del Sur,1.1522156917868613,0,0.0,41782.48800000001,22302.6775,131060.05776673385,34805.539512848365,3979.4338364916457,38784.97334934001,0.033523824294206854,11096.149824819062,1268.659951424273,12364.809776243335,24939.868332391437,1268.659951424273,26208.52828381571,0.4440630382739065,2,15573.959716184301,0,0,0.0,0.009784369543536581,0.0,-1,0.0,0.0,True,32621.521729515684,78063.03313566576,82086.59854463466,0.0,10489.240360629334,1108.7999423003607,11598.040302929694,26208.52828381571,0.0,502.82708317752315,3.3366541298477954e-06
17,ARMM,EQ,1,17,1536121027,helped,a,Lanao del Sur,1.4402696846035346,0,0.0,75756.96100000001,22302.6775,237628.54152898226,17405.78087281737,1990.061189262114,19395.842062079482,0.07928461640940891,5549.034868758618,634.4397307347731,6183.474599493391,48554.524534736855,634.4397307347731,49188.96426547163,2.470758995543829,1,15573.959716184301,0,0,0.0,0.007266390332545927,0.0,-1,0.0,0.0,True,11893.038326099655,142519.94846711072,148833.45428386235,0.0,3976.416316445095,554.4958962738749,4530.91221271897,35348.47505906006,0.0,665.1303908858295,3.3366541298477954e-06
18,ARMM,EQ,1,18,1536201011,helped,a,Lanao del Sur,1.5122828800378858,1,0.0,17893.768000000004,22302.6775,56127.77936403723,12560.956564703964,1436.136209117885,13997.092773821849,0.015306209076503898,4004.484858898643,457.8461580616257,4462.331016960268,4004.484858898643,457.8461580616257,4462.331016960268,0.0,3,15573.959716184301,0,0,0.0,0.014951304778021696,0.00502167106533378,-1,0.15414258188824662,0.15414258188824662,False,12560.956564703964,10683.576756222668,11194.936574321726,1115.582754240067,4004.484858898643,400.15434638040193,4404.639205279045,4404.639205279045,1115.582754240067,63.37295666741768,3.3366541298477954e-06
19,ARMM,EQ,1,19,1536201024,helped,a,Lanao del Sur,1.2962424552953387,1,0.0,20441.686,22302.6775,64119.890323655076,13820.574275900379,1580.152518335813,15400.726794236192,0.01769982317797914,4406.0561903894695,503.75915256382825,4909.815342953298,4406.0561903894695,503.75915256382825,4909.815342953298,0.0015551375431070865,3,15573.959716184301,0,0,0.0,0.013988515848086478,0.004827736616022324,-1,0.15414258188824662,0.15414258188824662,False,13819.833089104808,12225.622830186927,12788.999056767147,1227.4538357383244,4405.951915446016,440.281983102698,4846.233898548714,4867.726283815699,1227.4538357383244,70.13871908006374,3.3366541298477954e-06
20,ARMM,EQ,1,20,1536201036,helped,a,Lanao del Sur,1.2962424552953387,1,0.0,20354.516000000007,22302.6775,63846.462249301876,5070.429281264784,579.7191518882979,5650.148433153082,0.02114290126377103,1616.4738075757919,184.81686121529586,1801.2906687910877,4595.739422600411,184.81686121529586,4780.556283815707,0.6719309133452038,2,15573.959716184301,0,0,0.0,0.014018437369930291,0.0,-1,0.15414258188824662,0.15414258188824662,False,4602.251821022192,12002.001542173299,12734.466122323107,0.0,1486.3359326052976,161.5286466807697,1647.8645792860673,4780.556283815707,0.0,91.51721228730415,3.3366541298477954e-06
21,ARMM,EQ,1,21,1536201049,helped,a,Lanao del Sur,0.43208084016909987,0,0.0,29381.922000000006,22302.6775,92162.92707647443,24666.15652511496,2820.1642401206614,27486.32076523562,0.023497211621242936,7863.672629010061,899.0800136117456,8762.752642621806,12908.88227020396,899.0800136117456,13807.962283815705,0.22451783353843194,2,15573.959716184301,0,0,0.0,0.011667824682808314,0.0,-1,0.15414258188824662,0.0,True,23864.23076779965,55600.204182965244,57724.23203858374,0.0,7640.998719695704,785.7896563195931,8426.788376015296,13807.962283815703,0.0,265.47473777083144,3.3366541298477954e-06
22,ARMM,EQ,1,22,1536215011,helped,a,Lanao del Sur,1.967871896034359,1,1599.2649022059893,14467.27099999999,22302.6775,40363.360423141065,3675.485357164034,420.23054377389735,4095.7159009379316,0.013176147713151346,1171.7655829843409,133.97123388818724,1305.7368168725282,1171.7655829843409,133.97123388818724,1305.7368168725282,0.0,3,15573.959716184301,0,0,0.0,0.01662787255985455,0.0,-1,0.15414258188824662,0.15414258188824662,False,3675.485357164034,8851.250149652222,9051.206854832339,0.0,1171.76525639176,117.08992329927506,1288.8551796910351,1288.8551796910351,0.0,24.833433134702023,3.3366541298477954e-06
23,ARMM,EQ,1,23,1536215012,helped,a,Lanao del Sur,1.5305669163867925,1,2193.2777433308343,9765.75679999997,22302.6775,23752.763181657418,2888.0957717042725,330.2056568525774,3218.3014285568497,0.007460233627890262,920.7446327040657,105.27092792474689,1026.0155606288126,920.7446327040657,105.27092792474689,1026.0155606288126,0.0,3,15573.959716184301,0,0,0.0,0.02023844045330413,0.0,-1,0.15414258188824662,0.15414258188824662,False,2888.0957717042725,5952.663352985501,6109.781460854145,0.0,920.7441848056357,92.00605621531841,1012.750241020954,1012.750241020954,0.0,19.51349211986424,3.3366541298477954e-06
24,ARMM,EQ,1,24,1536215013,helped,a,Lanao del Sur,1.967871896034359,1,2505.51501345605,14189.76599999998,22302.6775,36650.249483885855,5653.259262915422,646.3560545872542,6299.615317502677,0.0110264795034941,1802.2912858730376,206.06098116167843,2008.352267034716,1802.2912858730376,206.06098116167843,2008.352267034716,0.0,3,15573.959716184301,0,0,0.0,0.016789678452528784,0.0,-1,0.15414258188824662,0.15414258188824662,False,5653.259262915422,8570.044648653538,8877.588582136956,0.0,1802.2907742113275,180.09585922998443,1982.386633441312,1982.386633441312,0.0,38.19627424742412,3.3366541298477954e-06
25,ARMM,EQ,1,25,1536215027,helped,a,Lanao del Sur,2.186524152958283,0,0.0,26386.825999999997,22302.6775,82768.14295598562,9782.716065175575,1118.4906732498519,10901.206738425426,0.02610948077188987,3118.770307030623,356.57944860936965,3475.3497556399925,10456.286835206327,356.57944860936965,10812.866283815696,0.8772528102695623,2,15573.959716184301,0,0,0.0,0.01231222147380375,0.0,-1,0.0,0.0,True,8632.708176209373,50186.23003116958,51840.01965275202,0.0,2799.057202363637,311.6479491606019,3110.7051515242388,10812.866283815696,0.0,206.5895066829236,3.3366541298477954e-06
26,ARMM,EQ,1,26,1536250016,helped,a,Lanao del Sur,0.4334701344093935,0,0.0,24692.900000000012,22302.6775,77454.76766314593,29036.923658500324,3319.8886766747523,32356.812335175076,0.016384227009798327,9257.091252604037,1058.3942290135942,10315.485481617632,9257.091252604037,1058.3942290135942,10315.485481617632,0.0,3,15573.959716184301,0,0,0.0,0.012727524650605115,0.00870477495351117,-1,0.15414258188824662,0.15414258188824662,True,29036.923658500324,47330.01323372281,48512.09497089156,2578.871370404408,9257.091252604037,925.0291685678372,10182.120421171874,10182.120421171874,2578.871370404408,146.49805492808218,3.3366541298477954e-06
27,ARMM,EQ,1,27,1536313011,helped,a,Lanao del Sur,1.1674598260131217,1,0.0,12662.072000000002,22302.6775,39717.40236643024,7188.867772363921,821.9273155886259,8010.795087952547,0.011519108739701621,2291.8407526341293,262.03382468805074,2553.87457732218,2291.8407526341293,262.03382468805074,2553.87457732218,0.0,3,15573.959716184301,0,0,0.0,0.01777369021128406,0.0,-1,0.15414258188824662,0.15414258188824662,False,7188.867772363921,7530.735543299857,7921.814189802451,0.0,2291.8407526341293,229.01573378167458,2520.856486415804,2520.856486415804,0.0,48.57141592323321,3.3366541298477954e-06
28,ARMM,EQ,1,28,1536313025,helped,a,Lanao del Sur,0.9339678421785087,1,0.0,16819.752000000008,22302.6775,52758.889531473986,8852.02162859121,1012.0812630175767,9864.102891608787,0.01558380899385306,2822.0610747070314,322.65568890807,3144.716763615101,2822.0610747070314,322.65568890807,3144.716763615101,0.0,3,15573.959716184301,0,0,0.0,0.015421272154267028,0.0037187733869769816,-1,0.15414258188824662,0.15414258188824662,False,8852.02162859121,10162.624722679022,10522.99762924405,786.1791909037753,2822.0610747070314,281.99881996945504,3104.0598946764862,3104.0598946764862,786.1791909037753,44.66051452355897,3.3366541298477954e-06
29,ARMM,EQ,1,29,1536313038,helped,a,Lanao del Sur,1.1674598260131217,1,287.8676682696048,14568.435,22302.6775,44794.172607392786,4968.524777142376,568.0680688287775,5536.592845971153,0.01426240045671128,1583.9872498596017,181.10244778975118,1765.0896976493527,1583.9872498596017,181.10244778975118,1765.0896976493527,0.0,3,15573.959716184301,0,0,0.0,0.016570039563229826,0.0,-1,0.15414258188824662,0.15414258188824662,False,4968.524777142376,8844.202286912237,9114.499418607727,0.0,1583.9871910729398,158.28227527344347,1742.2694663463833,1742.2694663463833,0.0,33.56973923596114,3.3366541298477954e-06
30,ARMM,EQ,1,30,1536322016,helped,a,Lanao del Sur,2.1304116830333406,1,0.0,19211.766000000003,22302.6775,60261.97295290249,8261.863513496812,944.6065102926593,9206.47002378947,0.01854862252637849,2633.9162288843454,301.1444589111346,2935.06068779548,3336.6618249045678,301.1444589111346,3637.8062838157025,0.09459224194653652,2,15573.959716184301,0,0,0.0,0.014429336168095521,0.002979489195055392,-1,0.15414258188824662,0.15414258188824662,False,8148.265017341419,11570.932152274629,12019.522087027823,724.553361252376,2602.439410154168,263.1981551004849,2865.637565254653,3637.806283815703,724.553361252376,56.068204764311915,3.3366541298477954e-06
31,ARMM,EQ,1,31,1536382012,helped,a,Lanao del Sur,1.2962424552953387,1,0.0,16270.782000000007,22302.6775,51036.92314421137,17552.372262886274,2006.8214735715474,19559.193736457823,0.011435956699566048,5595.768809677207,639.7829786317172,6235.551788308924,5595.768809677207,639.7829786317172,6235.551788308924,0.0,3,15573.959716184301,0,0,0.0,0.01567926796696876,0.003396890393223087,-1,0.15414258188824662,0.15414258188824662,False,17552.372262886274,9332.10732747614,10179.540055117546,696.8222838157053,5595.768809677207,559.1658576399423,6154.934667317149,6154.934667317149,696.8222838157053,105.16594187864054,3.3366541298477954e-06
32,ARMM,EQ,1,32,1536382025,helped,a,Lanao del Sur,1.2962424552953387,1,0.0,15593.180000000002,22302.6775,48911.473906653875,19734.204019837493,2256.2776015519394,21990.48162138943,0.009780479973495243,6291.34578985135,719.3106230679676,7010.6564129193175,6291.34578985135,719.3106230679676,7010.6564129193175,0.0,3,15573.959716184301,0,0,0.0,0.016016316765809096,9.470299494838524e-05,-1,0.15414258188824662,0.15414258188824662,False,19734.204019837493,8685.04079249804,9755.608624698185,19.220283815700896,6291.345789851352,628.6724637743927,6920.018253625744,6920.018253625744,19.220283815700896,132.96335201946133,3.3366541298477954e-06
33,ARMM,EQ,1,33,1536382038,helped,a,Lanao del Sur,1.2962424552953387,1,0.0,16000.623000000001,22302.6775,50189.50941082613,16712.45280792372,1910.7906708376388,18623.24347876136,0.011468122293381207,5327.999016607215,609.1679618887721,5937.166978495987,5327.999016607215,609.1679618887721,5937.166978495987,0.0,3,15573.959716184301,0,0,0.0,0.01581108048186516,0.0020887128837269353,-1,0.15414258188824662,0.15414258188824662,False,16712.45280792372,9167.134862231753,10010.519859968683,426.6632838157002,5327.999016607215,532.4085466993765,5860.407563306591,5860.407563306591,426.6632838157002,104.69642157015204,3.3366541298477954e-06
34,ARMM,EQ,1,34,1536401017,helped,a,Lanao del Sur,1.3004104311761637,1,799.632471066311,13540.620999999997,22302.6775,39964.94159484573,14631.670448209241,1672.8878586842436,16304.558306893485,0.008595890614318242,4664.639833235308,533.323562280331,5197.96339551564,4664.639833235308,533.323562280331,5197.96339551564,0.0,3,15573.959716184301,0,0,0.0,0.017187420582844906,0.0,-1,0.15414258188824662,0.15414258188824662,False,14631.670448209241,7675.502922221241,8471.459998208602,0.0,4664.639669939013,466.1210708353883,5130.760740774402,5130.760740774402,0.0,98.85858845422739,3.3366541298477954e-06
35,ARMM,EQ,1,35,1536405018,helped,a,Lanao del Sur,1.8334521585592787,1,299.862169480626,11936.803999999998,22302.6775,36501.85380382303,2776.840941647619,317.48551973080856,3094.326461378427,0.012137058273131355,885.2694288046448,101.21569564646869,986.4851244511135,885.2694288046448,101.21569564646869,986.4851244511135,0.0,3,15573.959716184301,0,0,0.0,0.01830568413026645,0.0,-1,0.15414258188824662,0.15414258188824662,False,2776.840941647619,7316.994006817746,7468.063638167045,0.0,885.2693675685358,88.46181150961816,973.731179078154,973.731179078154,0.0,18.76167975102416,3.3366541298477954e-06
36,ARMM,EQ,1,36,1536932011,helped,a,Lanao del Sur,0.6772972451333306,1,5597.426846692262,21340.802999999967,22302.6775,49382.59751539765,8904.215624864786,1018.0487773196065,9922.264402184393,0.0143360613781121,2838.7205561534597,324.55815712732084,3163.2787132807807,5442.285126688343,324.55815712732084,5766.843283815663,0.3228655429216517,2,15573.959716184301,0,0,0.0,0.013690667317993583,0.0017916770842217255,-1,0.15414258188824662,0.15414258188824662,False,8492.155442840669,12540.66712452267,13351.512432119282,489.53327818832116,2724.247518791919,283.66156391385516,3007.9090827057744,5766.843283815667,489.53327818832116,101.33737225101387,3.3366541298477954e-06
37,ARMM,EQ,1,37,1536932025,helped,a,Lanao del Sur,0.6772972451333306,0,0.0,217936.58000000002,22302.6775,683606.5091261298,84703.07498528095,9684.386088222756,94387.46107350371,0.2140651072001907,27003.690326725373,3087.4223040457327,30091.112630771106,143116.69146690398,3087.4223040457327,146204.1137709497,1.3708239182621864,1,15573.959716184301,0,0,0.0,0.004284152581442262,0.0,-1,0.0,0.0,True,68569.61916727916,407836.7714137346,428162.0134434265,0.0,22445.361757568626,2698.3855435331725,25143.747301101797,121656.41959941173,0.0,2313.3685766002086,3.3366541298477954e-06
38,ARMM,EQ,1,38,1536932039,helped,a,Lanao del Sur,1.3545944902666611,1,1279.4118506725172,18579.624999999996,22302.6775,54265.96268579479,12594.132342641093,1439.9293068581517,14034.061649499245,0.014616374397035562,4015.065964227289,459.0554132955704,4474.12137752286,4015.065964227289,459.0554132955704,4474.12137752286,0.0,3,15573.959716184301,0,0,0.0,0.014672750190353188,0.00484082642945748,-1,0.15414258188824662,0.15414258188824662,False,12594.132342641093,11111.320069261643,11624.030255006654,1118.530344380715,4015.065702953239,401.21122701427,4416.276929967509,4416.276929967509,1118.530344380715,63.54039663943726,3.3366541298477954e-06
39,ARMM,EQ,1,39,1538132011,helped,a,Maguindanao,0.43439653552146545,0,47.97794665225337,28168.066000000006,22302.6775,88204.9045207025,33461.18964965496,3825.7298167134168,37286.919466368374,0.018498661856057703,10667.565703013612,1219.6584747625884,11887.2241777762,11374.447809053117,1219.6584747625884,12594.106283815705,0.026816324832095943,2,15573.959716184301,0,0,0.0,0.011916575827596705,0.014394429189440039,-1,0.15414258188824662,0.0,True,33337.66255229816,29035.560514664983,30263.911988638887,4622.385364082511,10633.677663078688,1065.972993728278,11699.650656806965,12594.106283815703,4622.385364082511,153.53502585428953,3.3366541298477954e-06
40,ARMM,EQ,1,40,1538132016,helped,a,Maguindanao,0.9821136463586007,0,119.94486271454308,40491.922000000006,22302.6775,126635.67702741614,52429.93064539254,5994.489468498712,58424.42011389125,0.024781361145251552,16714.878972458213,1911.0680137915288,18625.946986249743,23006.894270024175,1911.0680137915288,24917.962283815705,0.13215090441281166,2,15573.959716184301,0,0,0.0,0.009939071157044663,0.018420402560144624,-1,0.11560693641618495,0.0,True,51421.05196762215,40934.13987559941,43504.72313773597,8211.228952828296,16435.038908305287,1670.2601048020833,18105.29901310737,24917.962283815705,8211.228952828296,321.2916460833199,3.3366541298477954e-06
41,ARMM,EQ,1,41,1538133013,helped,a,Maguindanao,0.49179119369943797,0,2398.897298396605,47652.73400000001,22302.6775,141948.71431013112,45013.612837753106,5146.557029037421,50160.16986679053,0.03334706281297656,14350.534278149153,1640.743648151008,15991.277926300161,30438.0306356647,1640.743648151008,32078.77428381571,0.3972089882923821,2,15573.959716184301,0,0,0.0,0.009161911330655163,0.008459634668240092,-1,0.0,0.0,True,42472.863842998086,47018.7154224633,51198.339481470735,4847.476151566423,13644.560488511268,1433.9984960959127,15078.558984607182,32078.77428381571,4847.476151566423,522.3286245650436,3.3366541298477954e-06
42,ARMM,EQ,1,42,1538226014,helped,a,Maguindanao,0.9180367744754392,0,254.28310028703584,32448.801,22302.6775,100985.25908051543,24728.247433264354,2827.2633014852177,27555.510734749572,0.02667725526401427,7883.468367491449,901.3432237104606,8784.81159120191,15973.498060105238,901.3432237104606,16874.8412838157,0.36245509787080693,2,15573.959716184301,0,0,0.0,0.01110275275361472,0.0038467549916683342,-1,0.0,0.0,True,23449.39460708689,32512.15661170486,34863.16060137557,1566.99482138681,7528.156126537188,787.767686148667,8315.923812685855,16874.8412838157,1566.99482138681,293.81616196692863,3.3366541298477954e-06
43,ARMM,EQ,1,43,1538291346,helped,a,Maguindanao,0.9376180350922879,0,2741.5970125007393,27148.196999999993,22302.6775,76556.72405748596,6838.296138429398,781.8452872184517,7620.141425647849,0.02504487422779519,2180.086774690631,249.25550841130064,2429.3422831019316,11324.981775404392,249.25550841130064,11574.237283815693,1.7097824830090869,2,15573.959716184301,0,0,0.0,0.012138345634104979,0.0,-1,0.0,0.0,True,5416.75356214578,27409.792237509915,29168.166814100186,0.0,1784.730107657393,217.8475745484224,2002.5776822058156,11574.237283815693,0.0,219.37695819787822,3.3366541298477954e-06
