,region,hazard,rp,index,hhid,helped_cat,affected_cat,province,pcwgt,ispoor,pcsoc,c,pov_line,k,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,dc0_prv,dc0_pub,dc0,hh_reco_rate,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
10,ARMM,EQ,1,10,157640230,helped,a,Basilan,0.9277003579106523,0,0.0,28000.33800000001,22302.6775,87829.28186966926,10355.322430798498,1183.9586757070244,11539.281106505523,0.027716393836287975,3301.319582592107,377.45091832838506,3678.770500920492,12048.927365487325,377.45091832838506,12426.37828381571,1.47198440937308,2,15573.959716184301,0.0,0,0.0,0.011952213953413136,0.0,-1,0.0,0.0,True,9.702897102415708,1695.7863495802105,9099.974094330826,0.0,3.1823123159784914,3.07509975569637,6.257412071674862,20.950804157211,0.0,0.3980055970453628,1.3632890789144594e-06
11,ARMM,EQ,1,11,157640347,helped,a,Basilan,0.9277003579106523,0,0.0,24290.74000000001,22302.6775,76193.30346236713,27521.089730653235,3146.578309778989,30667.668040432225,0.01653960451408027,8773.83713247393,1003.1421678708601,9776.979300344788,8773.83713247393,1003.1421678708601,9776.979300344788,0.0,3,15573.959716184301,0.0,0,0.0,0.0128324512458021,0.7074057914269991,-1,4.836223506743741,3.371868978805404,True,27521.089730653235,0.0,7894.365224981422,0.0,8773.83713247393,8.172618175125603,8782.009750649055,8782.009750649055,8782.009750649055,0.0,1.3632890789144594e-06
12,ARMM,EQ,1,12,157640463,helped,a,Basilan,1.391550480970012,1,0.0,14660.443000000005,22302.6775,45985.73705007488,13364.828695969401,1528.0456006729119,14892.874296642312,0.01129613345066178,4260.762616214405,487.1472518896948,4747.9098681041,4260.762616214405,487.1472518896948,4747.9098681041,0.0,3,15573.959716184301,0.0,0,0.0,0.01651796147215679,0.08825718871759612,-1,4.836223506743741,4.836223506743741,False,13364.828695969401,0.0,12619.635367576966,0.0,4260.762616214405,3.9687978556482535,4264.731414070054,4264.731414070054,4264.731414070054,0.0,1.3632890789144594e-06
13,ARMM,EQ,1,13,157640579,helped,a,Basilan,1.1596254473883152,0,0.0,25692.90800000001,22302.6775,80591.51495897943,7213.586507099705,824.7534912715665,8038.339998371272,0.02635879343511925,2299.7211874139716,262.93482117447485,2562.6560085884466,9856.013462641231,262.93482117447485,10118.948283815706,1.983924096780658,2,15573.959716184301,0.0,0,0.0,0.012477378936814505,0.0051460403584171295,-1,0.0,0.0,True,0.6074226618129873,5615.720369254229,8350.071458008604,0.0,0.20119455782455287,2.1421349507865055,2.3433295086110584,3.595367016678134,0.0,0.06796755779812935,1.3632890789144594e-06
14,ARMM,EQ,1,14,157640696,helped,a,Basilan,1.0436628374375232,0,0.0,28644.793000000005,22302.6775,89850.75817639517,35720.891906376164,4084.0891395871054,39804.98104596327,0.018181786012773166,11387.96795041777,1302.024494521799,12689.992444939568,11768.808789293906,1302.024494521799,13070.833283815704,0.3373458740874628,2,15573.959716184301,5843.039496960806,0,0.0,0.011816997715454355,0.9577342678871774,-1,1.098265895953756,3.29479768786128,True,6988.428284187891,0.28900147251616204,9309.408672254545,0.0,2242.468413420416,10.607618131508401,2252.301484142002,4625.192517579731,4610.095168374666,0.0018915757509887499,1.3632890789144594e-06
15,ARMM,EQ,1,15,157738012,helped,a,Basilan,1.1732694664217047,1,0.0,21983.363000000005,22302.6775,68955.702797954,23434.100226750386,2679.299119487644,26113.39934623803,0.015564741688859261,7470.887989822998,854.1716310521772,8325.059620875176,7470.887989822998,854.1716310521772,8325.059620875176,0.0,3,15573.959716184301,0.0,0,0.0,0.01348909862603006,0.2969027238607231,-1,4.836223506743741,4.836223506743741,False,23434.100226750386,7.105427357601002e-15,18923.1665831714,0.0,7470.887989822998,6.95895239996768,7477.8469422229655,7477.8469422229655,7477.8469422229655,0.0,1.3632890789144594e-06
16,ARMM,EQ,1,16,1536121012,helped,a,Lanao del Sur,1.1522156917868613,0,0.0,41782.48800000001,22302.6775,131060.05776673385,34805.539512848365,3979.4338364916457,38784.97334934001,0.033523824294206854,11096.149824819062,1268.659951424273,12364.809776243335,24939.868332391437,1268.659951424273,26208.52828381571,0.7330204768875476,2,15573.959716184301,5843.039496960806,0,0.0,0.009784369543536581,0.0,-1,0.0,0.0,True,1004.7368779711691,38235.57697284888,82086.59854463466,0.0,324.87039294831766,10.335796569164602,334.4316421075604,1081.4001604326204,0.0,20.68977449444207,1.3632890789144594e-06
17,ARMM,EQ,1,17,1536121027,helped,a,Lanao del Sur,1.4402696846035346,0,0.0,75756.96100000001,22302.6775,237628.54152898226,17405.78087281737,1990.061189262114,19395.842062079482,0.07928461640940891,5549.034868758618,634.4397307347731,6183.474599493391,48554.524534736855,634.4397307347731,49188.96426547163,2.470758995543829,1,15573.959716184301,0.0,0,0.0,0.007266390332545927,0.0,-1,0.0,0.0,True,0.11252441376322131,134403.438727802,148833.45428386235,0.0,0.03762233859993221,5.168792460823258,5.2064147994231895,5.497991106319109,0.0,0.10345229794278095,1.3632890789144594e-06
18,ARMM,EQ,1,18,1536201011,helped,a,Lanao del Sur,1.5122828800378858,1,0.0,17893.768000000004,22302.6775,56127.77936403723,12560.956564703964,1436.136209117885,13997.092773821849,0.015306209076503898,4004.484858898643,457.8461580616257,4462.331016960268,4004.484858898643,457.8461580616257,4462.331016960268,0.0,3,15573.959716184301,0.0,0,0.0,0.014951304778021696,0.07185603990728932,-1,4.836223506743741,4.836223506743741,False,12560.956564703964,0.0,11194.936574321726,0.0,4004.484858898643,3.7300812911969765,4008.21494018984,4008.21494018984,4008.21494018984,0.0,1.3632890789144594e-06
19,ARMM,EQ,1,19,1536201024,helped,a,Lanao del Sur,1.2962424552953387,1,0.0,20441.686,22302.6775,64119.890323655076,13820.574275900379,1580.152518335813,15400.726794236192,0.01769982317797914,4406.0561903894695,503.75915256382825,4909.815342953298,4406.0561903894695,503.75915256382825,4909.815342953298,0.1512994313484144,3,15573.959716184301,0.0,0,0.0,0.013988515848086478,0.11314923723850409,-1,4.836223506743741,4.836223506743741,False,10315.736120168034,0.08756274508094464,12788.999056767147,0.0,3298.3005423422246,4.104135323976354,3302.4046776662008,4867.726283815701,4867.726283815701,0.0,1.3632890789144594e-06
20,ARMM,EQ,1,20,1536201036,helped,a,Lanao del Sur,1.2962424552953387,1,0.0,20354.516000000007,22302.6775,63846.462249301876,5070.429281264784,579.7191518882979,5650.148433153082,0.02114290126377103,1616.4738075757919,184.81686121529586,1801.2906687910877,4595.739422600411,184.81686121529586,4780.556283815707,2.3355554059100196,2,15573.959716184301,0.0,0,0.0,0.014018437369930291,0.03182594319212181,-1,4.836223506743741,4.836223506743741,False,0.20003134772789236,13223.936114065764,12734.466122323107,0.0,0.06670612584503642,1.505706456586959,1.5724125824319952,2.061100892975426,0.0,0.038832618899591706,1.3632890789144594e-06
21,ARMM,EQ,1,21,1536201049,helped,a,Lanao del Sur,0.43208084016909987,0,0.0,29381.922000000006,22302.6775,92162.92707647443,24666.15652511496,2820.1642401206614,27486.32076523562,0.023497211621242936,7863.672629010061,899.0800136117456,8762.752642621806,12908.88227020396,899.0800136117456,13807.962283815705,0.524074628755327,2,15573.959716184301,0.0,0,0.0,0.011667824682808314,0.0,-1,0.6743737957610787,0.0,True,2509.501070795666,23718.11021872426,57724.23203858374,0.0,808.1588557446833,7.324821840289196,815.4836775849725,2143.997047843516,0.0,41.10228496029641,1.3632890789144594e-06
