,district,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcsoc,pov_line,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Ampara,PF,5.0,521411,helped,a,5.330590823111983,0.0,52153.133146515145,90707.10261606141,298482.23822773044,0.9650000000000006,29874,0,29874.0,9.351198866120715e-06,0.0,0.9650000000000006,37906.95349941173,0.0,37906.95349941173,1,45477.532103761216,500.0,50.0,0,0.006640630996587727,0.10099568651946382,-1,0.0,0.0,11573.539999999992,2.6600000000001596,7559.36,0.0,0.851,62851.61044169934,3583.14,3583.14,0,14961.2,14820.55,0.05,16679.0
1,Ampara,PF,5.0,521421,helped,a,6.663238528889979,0.0,52153.133146515145,71038.14272407509,233759.24517809914,1.2150000000000007,15243,0,15243.0,9.351198866120715e-06,0.0,1.2150000000000007,23152.508458577122,0.0,23152.508458577122,1,45477.532103761216,500.0,50.0,0,0.007503850906151574,0.0,-1,0.0,0.0,4619.060000000004,6580.830000000004,5920.19,0.0,10.0,31506.923486700423,1436.96,1436.96,0,7182.05,0.0,136.78,0.0
2,Ampara,PF,5.0,521431,helped,a,5.330590823111983,0.0,52153.133146515145,100221.13958803574,329789.2799926544,0.8450000000000005,38200,0,38200.0,9.351198866120715e-06,0.0,0.8450000000000005,43887.768885235586,0.0,43887.768885235586,1,45477.532103761216,500.0,50.0,0,0.006317573849511907,0.1189631437936074,-1,0.0,0.0,16651.31,3.0300000000002116,8352.23,0.0,0.869,90218.27736256577,5143.3,5143.3,0,19444.61,19284.76,0.05,21066.0
3,Ampara,PF,5.0,521441,helped,a,1.3326477057779957,0.0,52153.133146515145,107721.77380290077,354470.98654056026,0.6450000000000004,59923,0,59923.0,9.351198866120715e-06,0.0,0.6450000000000004,56860.60353167465,0.0,56860.60353167465,1,45477.532103761216,500.0,50.0,0,0.006093660404171818,0.18782903445279836,-1,0.0,0.0,31793.0,3.6399999999999935,8977.32,0.0,0.845,42898.702584663035,9782.54,9782.54,0,30545.46,30353.95,0.05,32979.0
4,Ampara,PF,5.0,521451,helped,a,1.3326477057779957,0.0,52153.133146515145,109120.75787826309,359074.5058462817,0.7550000000000004,50544,0,50544.0,9.351198866120715e-06,0.0,0.7550000000000004,53520.762265323225,0.0,53520.762265323225,1,45477.532103761216,500.0,50.0,0,0.006054472470980994,0.1533130808586987,-1,0.0,0.0,24069.3,3.6100000000009143,9093.92,0.0,0.841,32545.92227051021,7421.71,7421.71,0,25860.32,25670.37,0.05,28366.0
5,Ampara,PF,5.0,521471,helped,a,7.995886234667974,720.0,52153.133146515145,46939.69676644827,152220.96471851468,1.2150000000000007,11307,0,11307.0,9.351198866120715e-06,0.0,0.046,3936.149301412562,0.0,3936.149301412562,3,45477.532103761216,500.0,50.0,0,0.009231236038342411,0.0,-1,0.9826589595375712,0.9826589595375712,10816.039999999999,14059.549999999996,3911.86,0.0,10.0,86560.50589860865,3289.86,3289.86,0,3787.84,0.0,72.95,0.0
6,Ampara,PF,5.0,521481,helped,a,5.330590823111983,1050.0,52153.133146515145,109499.80694192546,357055.80042100244,0.9650000000000006,34542,0,34542.0,9.351198866120715e-06,0.0,0.9650000000000006,43830.1740330633,0.0,43830.1740330633,1,45477.532103761216,500.0,50.0,0,0.0060439841801936366,0.09379263057987067,-1,0.0,0.0,13381.990000000005,3.0799999999993006,9125.49,0.0,0.875,72672.69097420093,4143.05,4143.05,0,17299.03,17136.06,0.06,18847.0
7,Ampara,PF,5.0,522211,helped,a,6.195368639664273,75.0,52153.133146515145,268528.37644922995,883390.4708798284,0.7550000000000004,125478,0,125478.0,9.351198866120715e-06,0.0,0.7550000000000004,132867.96224714187,0.0,132867.96224714187,1,45477.532103761216,500.0,50.0,0,0.0038595342798882974,0.15560666488626346,-1,0.0,0.0,59753.20000000002,8.949999999999209,22378.63,0.0,0.816,375617.7661804774,18424.76,18424.76,0,64199.5,63727.73,0.14,71749.0
8,Ampara,PF,5.0,522221,helped,a,6.195368639664273,10000.0,52153.133146515145,122426.23074637148,371752.8468531203,1.2150000000000007,26820,0,26820.0,9.351198866120715e-06,0.0,1.2150000000000007,40736.95103139423,0.0,40736.95103139423,1,45477.532103761216,500.0,50.0,0,0.0057160070574490815,0.055846025053222406,-1,0.0,0.0,8127.199999999997,2.8300000000003256,10202.73,0.0,0.938,51543.670425101234,2528.41,2528.41,0,12636.86,12486.87,0.06,13036.0
9,Ampara,PF,5.0,522231,helped,a,7.744210799580341,94080.0,52153.133146515145,95085.54466814139,20255.484945174856,1.2150000000000007,1453,0,1453.0,9.351198866120715e-06,0.0,1.2150000000000007,2208.8470661646315,0.0,2208.8470661646315,1,45477.532103761216,500.0,50.0,0,0.006485937305720063,0.0,-1,0.0,0.0,440.2900000000006,6656.539999999996,7923.83,0.0,10.0,3490.470691586856,137.85,137.85,0,685.47,0.0,13.05,0.0
10,Ampara,PF,5.0,522241,helped,a,7.744210799580341,0.0,52153.133146515145,89580.35327968847,294774.5388950141,0.7950000000000005,38964,0,38964.0,9.351198866120715e-06,0.0,0.7950000000000005,42817.324262940296,0.0,42817.324262940296,1,45477.532103761216,500.0,50.0,0,0.006682263702741098,0.14273049103767652,-1,0.0,0.0,17839.64000000001,2.9200000000001225,7465.45,0.0,0.823,140286.45607650594,5505.05,5505.05,0,19906.48,19752.34,0.05,22265.0
