,district,hazard,rp,hhid,helped_cat,affected_cat,pov_line,pcwgt,pcsoc,c,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
0,Balaka,DR,1,312017830013,helped,a,137427.98,5.523677870323808,0.0,235098.9061784613,0.025,774940,0,774940.0,5.415184449260632e-05,0.0,0.0,194319.4969042499,0.0,194319.4969042499,3,85260.164,0,0.004124817055302194,6.366640648938392,-1,6.763005780346797,5.973025048169544,774940.0,-8.36735125631094e-11,19591.58,14177.491999999998,10.0,4280518.928828732,194319.5,194319.5,0,194319.5,194319.5,0.0,14177.491999999998
1,Balaka,DR,1,312017830046,helped,a,137427.98,9.666436866745471,0.0,50125.77732849714,0.025,164745,0,164745.0,5.415184449260632e-05,0.0,0.0,41310.5085780714,0.0,41310.5085780714,3,85260.164,0,0.008933043224013778,2.7224628500341446,-1,6.763005780346797,6.763005780346797,164745.0,-5.077254172647372e-10,4177.15,12636.048999999999,10.0,1592497.1416119826,41310.51,41310.51,0,41310.51,41310.51,0.0,12636.048999999999
2,Balaka,DR,1,312017830069,helped,a,137427.98,5.523677870323808,10125.0,153415.87457881027,0.13499999999999998,275957,0,275957.0,5.415184449260632e-05,0.0,0.0,69198.04442872021,0.0,69198.04442872021,3,85260.164,0,0.005106165013309437,1.1805206621876325,-1,6.763005780346797,4.354527938342977,275957.0,-2.496562956366688e-10,12784.66,13496.8,10.0,1524297.574060947,69197.94,69197.94,0,69197.94,69197.94,0.0,13496.8
3,Balaka,DR,1,312017830082,helped,a,137427.98,5.523677870323808,525.0,122849.90619549205,0.045,347053,0,347053.0,5.415184449260632e-05,0.0,0.0,87025.04794614103,0.0,87025.04794614103,3,85260.164,0,0.00570614207866383,3.1752060781791305,-1,6.763005780346797,6.763005780346797,347053.0,3.632294465205632e-11,10237.49,13242.082999999999,10.0,1917008.9759294884,87025.04,87025.04,0,87025.04,87025.04,0.0,13242.082999999999
4,Balaka,DR,1,312017830111,helped,a,137427.98,6.90459733790476,1400.0,68870.87497624791,0.115,140880,0,140880.0,5.415184449260632e-05,0.0,0.0,35326.348939611344,0.0,35326.348939611344,3,85260.164,0,0.007621004102029079,0.7925236674600616,-1,6.763005780346797,6.763005780346797,140880.0,9.59630597208161e-10,5739.24,12792.258,10.0,972719.6729640226,35326.33,35326.33,0,35326.33,35326.33,0.0,12792.258
5,Balaka,DR,1,312017830124,helped,a,137427.98,11.047355740647616,750.0,85286.52344056514,0.13499999999999998,162835,0,162835.0,5.415184449260632e-05,0.0,0.0,40831.6164406357,0.0,40831.6164406357,3,85260.164,0,0.006848410586041913,0.8675270700064546,-1,6.763005780346797,6.763005780346797,162835.0,4.135927156312391e-10,7107.21,12929.055,10.0,1798896.1720283546,40831.61,40831.61,0,40831.61,40831.61,0.0,12929.055
6,Balaka,DR,1,312017830138,helped,a,137427.98,4.142758402742857,500.0,213912.95306624923,0.055000000000000014,584170,0,584170.0,5.415184449260632e-05,0.0,0.0,146483.14134078013,0.0,146483.14134078013,3,85260.164,0,0.004324256571392369,3.374770321725081,-1,6.763005780346797,5.703275529865116,584170.0,-2.9103830456733704e-11,17826.08,14000.942,10.0,2420075.1761302943,146483.14,146483.14,0,146483.14,146483.14,0.0,14000.942
7,Balaka,DR,1,312017830151,helped,a,137427.98,13.80919467580952,0.0,75202.76560211641,0.115,156236,0,156236.0,5.415184449260632e-05,0.0,0.0,39176.84068228816,0.0,39176.84068228816,3,85260.164,0,0.007293115468045444,0.9400006229039112,-1,6.763005780346797,6.763005780346797,156236.0,-1.454338871553773e-10,6266.9,12845.024,10.0,2157493.339369776,39176.84,39176.84,0,39176.84,39176.84,0.0,12845.024
8,Balaka,DR,1,312017830166,helped,a,137427.98,6.90459733790476,200.0,112374.41402802493,0.08499999999999999,263193,0,263193.0,5.415184449260632e-05,0.0,0.0,65996.77570695488,0.0,65996.77570695488,3,85260.164,0,0.00596617895157802,1.8276888344279323,-1,6.763005780346797,6.763005780346797,263193.0,3.00673264064244e-10,9364.53,13154.787,10.0,1817241.6871551676,65996.77,65996.77,0,65996.77,65996.77,0.0,13154.787
9,Balaka,DR,1,312017830179,helped,a,137427.98,9.666436866745471,2857.142857142857,84680.96093868431,0.17500000000000002,136225,0,136225.0,5.415184449260632e-05,0.0,0.0,34159.18209763863,0.0,34159.18209763863,3,85260.164,0,0.0068728538188185286,0.5435433033347268,-1,6.763005780346797,6.763005780346797,136225.0,-8.135430107358843e-10,7056.75,12924.009,10.0,1316810.3621724017,34159.15,34159.15,0,34159.15,34159.15,0.0,12924.009
