region,hazard,rp,hhid,affected_cat,index,province,pcwgt,ispoor,pcinc,hhwgt,hhsize,hhsize_ae,pcwgt_ae,pcexp,pcinc_ae,pcsoc,axfin,has_ew,c,v,social,pov_line,quintile,c_5,gamma_SP,k,ew_expansion,protection,hh_share,optimal_hh_reco_rate,fa,v_with_ew,dk_private,dk_public,dk_other,dk0,pc_fee_BE,pc_fee,scale_fac_soc,di0_prv,di0_pub,di0
III - Central Luzon,EQ,2000,3543362475,a,394558,Pampanga,4292.723864999999,0,75712.61584927663,815.5877585000002,5.263350044506583,5.263350044506583,4292.723864999999,75712.61584927663,98199.383,74955.48969078387,0,1.0,812.1648935653025,0.2972294981479628,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2651916818200403e-07,2403.133381057084,0,1,0.9561530450838942,0.37500000000000017,0.95,0.2972294981479628,682,31,0.0,713.0,6.670508399075763,5.008498225421533,0.06331295350160883,4976.142700694823,10.476784873268382,4986.6194855680915
III - Central Luzon,EQ,2000,3543362475,na,394558,Pampanga,225.93283500000018,0,75712.61584927663,42.92567150000005,5.263350044506583,5.263350044506583,225.93283500000018,75712.61584927663,98199.383,74955.48969078387,0,1.0,812.1648935653025,0.0,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2651916818200403e-07,2403.133381057084,0,1,0.9561530450838942,0.37500000000000017,0.95,0.0,0,0,0.0,0.0,6.670508399075763,7.121384270244844,0.06331295350160883,4745.653433482919,0.0,4745.653433482919
III - Central Luzon,EQ,2000,3695312476,a,398958,Tarlac,3522.3739,0,160566.37397897168,613.4576265,5.741837329656216,5.741837329656216,3522.3739,160566.37397897168,217731.69,158960.71023918196,0,1.0,1722.3862967883974,0.6620216524055215,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,4.803870671186799e-07,5096.4084235619375,0,1,0.9561530450838942,0.09499999999999997,0.95,0.6620216524055215,3225,147,0.0,3372.0,14.146378832928725,5.110068013632234,0.06331295350160883,11154.195643578318,49.680237947433945,11203.875881525752
III - Central Luzon,EQ,2000,3695312476,na,398958,Tarlac,185.38810000000018,0,160566.37397897168,32.28724350000003,5.741837329656216,5.741837329656216,185.38810000000018,160566.37397897168,217731.69,158960.71023918196,0,1.0,1722.3862967883974,0.0,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,4.803870671186799e-07,5096.4084235619375,0,1,0.9561530450838942,0.09499999999999997,0.95,0.0,0,0,0.0,0.0,14.146378832928727,15.102566952123405,0.06331295350160883,10064.272055956042,0.0,10064.272055956042
III - Central Luzon,EQ,2000,3833020356,a,403050,Bataan,2609.39578,0,82101.60501369556,681.679739,3.8278910619052433,3.8278910619052433,2609.39578,82101.60501369556,55482.555,81280.5889635586,0,1.0,880.6992143849646,0.3321766671945774,9.747711529783046e-09,22302.6775,5.0,19393.96761265777,2.456339285797832e-07,2605.9211590251834,0,1,0.9561530450838942,0.3350000000000001,0.95,0.3321766671945774,827,37,0.0,864.0,7.233397494965687,5.161964807975818,0.06331295350160883,5425.607733187777,12.504549687449359,5438.112282875226
III - Central Luzon,EQ,2000,3833020356,na,403050,Bataan,137.33662000000012,0,82101.60501369556,35.87788100000003,3.8278910619052433,3.8278910619052433,137.33662000000012,82101.60501369556,55482.555,81280.5889635586,0,1.0,880.6992143849646,0.0,9.747711529783046e-09,22302.6775,5.0,19393.96761265777,2.456339285797832e-07,2605.9211590251834,0,1,0.9561530450838942,0.3350000000000001,0.95,0.0,0,0,0.0,0.0,7.233397494965686,7.7223204078739105,0.06331295350160883,5146.114149633166,0.0,5146.114149633166
III - Central Luzon,EQ,2000,31412160135,a,405910,Bulacan,681.7497824999999,0,116428.58835573445,712.402416,0.9569728670038647,0.9569728670038647,681.7497824999999,116428.58835573445,119365.79,104496.17063134156,0,1.0,12799.836135070947,0.5813061653810834,8.837068419575764e-09,22302.6775,5.0,19393.96761265777,3.1579255565222003e-07,37873.72953444158,0,1,0.9561530450838942,0.135,0.95,0.5813061653810834,21050,965,0.0,22015.0,105.128176802524,46.99535529025092,0.06331295350160883,13730.036082029907,326.1321742807738,14056.16825631068
III - Central Luzon,EQ,2000,31418806233,a,408418,Bulacan,3041.184745,0,108041.84126037318,706.2047964999999,4.306377923333745,4.306377923333745,3041.184745,108041.84126037318,85768.18,106961.42284776946,0,1.0,1158.9586428041591,0.4809383660021672,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,3.232426688290906e-07,3429.269380951577,0,1,0.9561530450838942,0.19500000000000006,0.95,0.4809383660021672,1576,72,0.0,1648.0,9.518810062165029,5.278568326905535,0.06331295350160883,7304.6698157516175,24.333177770171726,7329.002993521789
III - Central Luzon,EQ,2000,31418806233,na,408418,Bulacan,160.06235500000014,0,108041.84126037318,37.16867350000003,4.306377923333745,4.306377923333745,160.06235500000014,108041.84126037318,85768.18,106961.42284776946,0,1.0,1158.9586428041591,0.0,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,3.232426688290906e-07,3429.269380951577,0,1,0.9561530450838942,0.19500000000000006,0.95,0.0,0,0,0.0,0.0,9.51881006216503,10.162209563748192,0.06331295350160883,6772.043591226748,0.0,6772.043591226748
III - Central Luzon,EQ,2000,31433021417,a,411850,Bulacan,3183.204615,1,20885.651626832358,665.2654490000001,4.784863876193876,4.784863876193876,3183.204615,20885.651626832358,11395.012,10449.618065158531,0,1.0,11194.673372358986,0.95,4.926288718870808e-09,22302.6775,1.0,19393.96761265777,3.157925859338872e-08,33124.1766468831,0,1,0.9561530450838942,0.0050000000000000044,0.95,0.95,30088,1379,0.0,31467.0,91.94458379930197,4.910835078550329,0.06331295350160883,10830.160804181827,466.04794645926125,11296.208750641088
III - Central Luzon,EQ,2000,31444011509,a,412774,Bulacan,2284.5440399999998,0,103544.96923906489,682.0746635,3.349404635963288,3.349404635963288,2284.5440399999998,103544.96923906489,106361.77,101630.00204425912,0,1.0,2054.1743411910397,0.4834581570988966,9.664077512797589e-09,22302.6775,5.0,19393.96761265777,3.071308535288179e-07,6078.143698836287,0,1,0.9561530450838942,0.19500000000000006,0.95,0.4834581570988966,2809,128,0.0,2937.0,16.871434982956437,9.308385253935297,0.06331295350160883,7383.827487635649,43.25898270252751,7427.086470338177
III - Central Luzon,EQ,2000,31444011509,na,412774,Bulacan,120.2391600000001,0,103544.96923906489,35.89866650000003,3.349404635963288,3.349404635963288,120.2391600000001,103544.96923906489,106361.77,101630.00204425912,0,1.0,2054.1743411910397,0.0,9.664077512797589e-09,22302.6775,5.0,19393.96761265777,3.071308535288179e-07,6078.143698836287,0,1,0.9561530450838942,0.19500000000000006,0.95,0.0,0,0,0.0,0.0,16.87143498295644,18.011816268866667,0.06331295350160883,6434.495593796588,0.0,6434.495593796588
III - Central Luzon,EQ,2000,31462110188,a,413962,Bulacan,1189.6804399999999,0,102582.84974502816,621.5852755,1.9139456594158013,1.9139456594158013,1189.6804399999999,102582.84974502816,80825.25,101557.02124757787,0,1.0,1100.4003534979322,0.5269119224053795,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.0691030197981613e-07,3255.9999120489824,0,1,0.9561530450838942,0.16500000000000004,0.95,0.5269119224053795,1640,75,0.0,1715.0,9.037856546755183,4.566559900760511,0.06331295350160883,6984.130679885931,25.347060177262215,7009.477740063194
III - Central Luzon,EQ,2000,31462110188,na,413962,Bulacan,62.614760000000054,0,102582.84974502816,32.71501450000003,1.9139456594158013,1.9139456594158013,62.614760000000054,102582.84974502816,80825.25,101557.02124757787,0,1.0,1100.4003534979322,0.0,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.0691030197981613e-07,3255.9999120489824,0,1,0.9561530450838942,0.16500000000000004,0.95,0.0,0,0,0.0,0.0,9.037856546755183,9.648747231576749,0.06331295350160883,6429.874964009798,0.0,6429.874964009798
III - Central Luzon,EQ,2000,31489311342,a,414974,Bulacan,3571.07014,0,32777.94284486079,746.3263555000001,4.78486403928154,4.78486403928154,3571.07014,32777.94284486079,35797.461,21735.204834705382,0,1.0,11845.481775024891,0.940723115751978,6.529042829482257e-09,22302.6775,2.0,19393.96761265777,6.568485563544103e-08,35049.86854938503,0,1,0.9561530450838942,0.015000000000000013,0.95,0.940723115751978,31526,1445,0.0,32971.0,97.2898318454262,6.160466124849517,0.06331295350160883,12030.672268359225,488.353359415252,12519.025627774477
III - Central Luzon,EQ,2000,34927013113,a,418978,Nueva Ecija,2194.20683,0,68333.3291105816,655.103451,3.3494050850298454,3.3494050850298454,2194.20683,68333.3291105816,108349.9,63300.19648791176,0,1.0,5399.012532292151,0.622260772991303,9.120947424583759e-09,22302.6775,4.0,19393.96761265777,1.912963001556136e-07,15975.262353771714,0,1,0.9561530450838942,0.11499999999999999,0.95,0.622260772991303,9504,435,0.0,9939.0,44.34340704859185,17.887706157330385,0.06331295350160883,7219.701862544527,147.01294902812083,7366.714811572648
III - Central Luzon,EQ,2000,34927019167,a,419198,Nueva Ecija,3134.5811449999997,0,31703.093141474572,655.103451,4.784864345036094,4.784864345036094,3134.5811449999997,31703.093141474572,36242.797,31386.06221005983,0,1.0,340.07726424608234,0.3285448999451052,9.747711529783028e-09,22302.6775,2.0,19393.96761265777,9.485022022617145e-08,1006.2624379892873,0,1,0.9561530450838942,0.3350000000000001,0.95,0.3285448999451052,316,14,0.0,330.0,2.7931375333521498,2.0040188890122788,0.06331295350160883,2093.9399108509847,4.731451233088946,2098.6713620840737
III - Central Luzon,EQ,2000,34927019167,na,419198,Nueva Ecija,164.97795500000015,0,31703.093141474572,34.47912900000003,4.784864345036094,4.784864345036094,164.97795500000015,31703.093141474572,36242.797,31386.06221005983,0,1.0,340.07726424608234,0.0,9.747711529783028e-09,22302.6775,2.0,19393.96761265777,9.485022022617145e-08,1006.2624379892873,0,1,0.9561530450838942,0.3350000000000001,0.95,0.0,0,0,0.0,0.0,2.7931375333521493,2.981932486195578,0.06331295350160883,1987.14429730412,0.0,1987.14429730412
III - Central Luzon,EQ,2000,36945218005,a,436314,Tarlac,1682.4766949999998,0,1237458.8545065941,879.0618945,1.9139456567583024,1.9139456567583024,1682.4766949999998,1237458.8545065941,172848.7,1225084.2659615285,0,1.0,13274.150253406946,0.628528132143072,9.747711529783061e-09,22302.6775,5.0,19393.96761265777,3.702264771043014e-06,39277.188452574606,0,1,0.9561530450838942,0.10499999999999998,0.95,0.628528132143072,23604,1082,0.0,24686.0,109.0238342699618,43.23915632374744,0.06331295350160883,85540.9299453628,365.6735881573029,85906.6035335201
III - Central Luzon,EQ,2000,36945218005,na,436314,Tarlac,88.55140500000007,0,1237458.8545065941,46.26641550000004,1.9139456567583024,1.9139456567583024,88.55140500000007,1237458.8545065941,172848.7,1225084.2659615285,0,1.0,13274.150253406946,0.0,9.747711529783061e-09,22302.6775,5.0,19393.96761265777,3.702264771043014e-06,39277.188452574606,0,1,0.9561530450838942,0.10499999999999998,0.95,0.0,0,0,0.0,0.0,109.0238342699618,116.3930201421321,0.06331295350160883,77563.70316637483,0.0,77563.70316637483
III - Central Luzon,EQ,2000,37754022454,a,440846,Aurora,2989.03421,1,47589.12433561943,1561.71317,1.9139457023340591,1.9139457023340591,2989.03421,47589.12433561943,19960.525,26437.53160724112,0,1.0,22689.192271062784,0.95,5.469916088378726e-09,22302.6775,3.0,19393.96761265777,7.98955179021934e-08,67135.5730850446,0,1,0.9561530450838942,0.0050000000000000044,0.95,0.95,60982,2796,0.0,63778.0,186.35187196457863,9.949746586066036,0.06331295350160883,22283.363859077293,944.9384034083354,23228.302262485628
III - Central Luzon,EQ,2000,37754027558,a,440934,Aurora,4483.550934999999,1,58876.28338316848,1561.71317,2.8709183101785585,2.8709183101785585,4483.550934999999,58876.28338316848,20166.387,58287.5205493368,0,1.0,631.5625195489592,0.95,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7614774747913677e-07,1868.7448632382773,0,1,0.9561530450838942,0.0050000000000000044,0.95,0.95,1697,77,0.0,1774.0,5.187177043197384,0.2807645152241924,0.06331295350160883,4263.874559875083,26.02298178198921,4289.897541657072
III - Central Luzon,EQ,2000,37754027558,na,440934,Aurora,235.9763650000002,1,58876.28338316848,82.19543000000007,2.8709183101785585,2.8709183101785585,235.9763650000002,58876.28338316848,20166.387,58287.5205493368,0,1.0,631.5625195489592,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7614774747913677e-07,1868.7448632382773,0,1,0.9561530450838942,0.0050000000000000044,0.95,0.0,0,0,0.0,0.0,5.187177043197384,5.537790943718658,0.06331295350160883,3690.3550782642296,0.0,3690.3550782642296
III - Central Luzon,EQ,2000,314116720249,a,445378,Bulacan,2458.5603849999998,0,128770.2803182764,856.3671354999999,2.8709186551916663,2.8709186551916663,2458.5603849999998,128770.2803182764,272367.69,127482.57751509365,0,1.0,1381.311421299497,0.5405997958652768,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.852586052808815e-07,4087.194130724049,0,1,0.9561530450838942,0.15500000000000003,0.95,0.5405997958652768,2112,96,0.0,2208.0,11.345047675071312,5.568756036915452,0.06331295350160883,8785.071717070072,32.444237026895635,8817.515954096967
III - Central Luzon,EQ,2000,314116720249,na,445378,Bulacan,129.3979150000001,0,128770.2803182764,45.07195450000004,2.8709186551916663,2.8709186551916663,129.3979150000001,128770.2803182764,272367.69,127482.57751509365,0,1.0,1381.311421299497,0.0,9.74771152978305e-09,22302.6775,5.0,19393.96761265777,3.852586052808815e-07,4087.194130724049,0,1,0.9561530450838942,0.15500000000000003,0.95,0.0,0,0,0.0,0.0,11.345047675071314,12.111887014432801,0.06331295350160883,8071.2985024783675,0.0,8071.2985024783675
III - Central Luzon,EQ,2000,314330238002,a,454662,Bulacan,1909.9228449999998,0,172210.74382297735,665.2654490000001,2.8709184399564385,2.8709184399564385,1909.9228449999998,172210.74382297735,126659.27,170488.63638474754,0,1.0,1847.2947851414942,0.4223608886518949,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,5.15225025647529e-07,5466.003022290516,0,1,0.9561530450838942,0.24500000000000005,0.95,0.4223608886518949,2207,101,0.0,2308.0,15.172282719290436,9.358345743769245,0.06331295350160883,11540.018598796452,34.134041038713114,11574.152639835165
III - Central Luzon,EQ,2000,314330238002,na,454662,Bulacan,100.52225500000009,0,172210.74382297735,35.01397100000004,2.8709184399564385,2.8709184399564385,100.52225500000009,172210.74382297735,126659.27,170488.63638474754,0,1.0,1847.2947851414942,0.0,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,5.15225025647529e-07,5466.003022290516,0,1,0.9561530450838942,0.24500000000000005,0.95,0.0,0,0,0.0,0.0,15.172282719290434,16.197814174978504,0.06331295350160883,10794.139107980216,0.0,10794.139107980216
III - Central Luzon,EQ,2000,349222206110,a,459282,Nueva Ecija,2340.133195,0,59675.679946263925,611.3374640000002,3.8278910304113136,3.8278910304113136,2340.133195,59675.679946263925,26471.117,59078.92314680129,0,1.0,640.1376006936306,0.5493100855862078,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7853940496565675e-07,1894.1178680397657,0,1,0.9561530450838942,0.15500000000000003,0.95,0.5493100855862078,994,45,0.0,1039.0,5.257606276535929,2.53403451621358,0.06331295350160883,4076.394151667867,15.20823610635733,4091.602387774224
III - Central Luzon,EQ,2000,349222206110,na,459282,Nueva Ecija,123.1649050000001,0,59675.679946263925,32.17565600000004,3.8278910304113136,3.8278910304113136,123.1649050000001,59675.679946263925,26471.117,59078.92314680129,0,1.0,640.1376006936306,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7853940496565675e-07,1894.1178680397657,0,1,0.9561530450838942,0.15500000000000003,0.95,0.0,0,0,0.0,0.0,5.257606276535929,5.612980660072513,0.06331295350160883,3740.4611141185514,0.0,3740.4611141185514
III - Central Luzon,EQ,2000,349252198001,a,460470,Nueva Ecija,5551.390835,0,52131.983012505734,644.554594,8.612755050815757,8.612755050815757,5551.390835,52131.983012505734,44938.238,51610.66318238068,0,1.0,559.2167957713536,0.4677682107662954,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.559699568587021e-07,1654.6794374064718,0,1,0.9561530450838942,0.20500000000000007,0.95,0.4677682107662954,740,33,0.0,773.0,4.592983965019311,2.6127463945354874,0.06331295350160883,3517.71451200225,11.152706477995375,3528.8672184802454
III - Central Luzon,EQ,2000,349252198001,na,460470,Nueva Ecija,292.17846500000024,0,52131.983012505734,33.92392600000003,8.612755050815757,8.612755050815757,292.17846500000024,52131.983012505734,44938.238,51610.66318238068,0,1.0,559.2167957713536,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.559699568587021e-07,1654.6794374064718,0,1,0.9561530450838942,0.20500000000000007,0.95,0.0,0,0,0.0,0.0,4.592983965019312,4.903434911573943,0.06331295350160883,3267.623518253263,0.0,3267.623518253263
III - Central Luzon,EQ,2000,377614012108,a,485286,Aurora,3288.9099749999996,0,56829.82520875371,687.3570055000001,4.7848642680342905,4.7848642680342905,3288.9099749999996,56829.82520875371,43480.246,56261.526956666174,0,1.0,609.610279928575,0.3007771127221813,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.700250954192671e-07,1803.7898765863363,0,1,0.9561530450838942,0.37500000000000017,0.95,0.3007771127221813,518,23,0.0,541.0,5.006877943930146,3.742119365755149,0.06331295350160883,3737.147135761208,7.773098454360413,3744.9202342155686
III - Central Luzon,EQ,2000,377614012108,na,485286,Aurora,173.10052500000015,0,56829.82520875371,36.17668450000004,4.7848642680342905,4.7848642680342905,173.10052500000015,56829.82520875371,43480.246,56261.526956666174,0,1.0,609.610279928575,0.0,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.700250954192671e-07,1803.7898765863363,0,1,0.9561530450838942,0.37500000000000017,0.95,0.0,0,0,0.0,0.0,5.006877943930145,5.345304990228375,0.06331295350160883,3562.083440136917,0.0,3562.083440136917
III - Central Luzon,EQ,2000,3142034268001,a,493558,Bulacan,4684.85546,0,56251.823297322386,652.7326309999997,7.177296242755176,7.177296242755176,4684.85546,56251.823297322386,52979.305,50158.16371845973,0,1.0,6536.633720793557,0.6969893640637392,8.77955489346147e-09,22302.6775,4.0,19393.96761265777,1.5158043219934107e-07,19341.395859198783,0,1,0.9561530450838942,0.07500000000000007,0.95,0.6969893640637392,12889,591,0.0,13480.0,53.686967417465205,17.369511239952665,0.06331295350160883,7531.638268896027,199.73483419682626,7731.373103092853
III - Central Luzon,EQ,2000,3491217014204,a,498090,Nueva Ecija,2777.30201,0,75759.72940326715,644.927659,4.30637757776799,4.30637757776799,2777.30201,75759.72940326715,162516.03,75002.13210923447,0,1.0,812.6702779603994,0.4807679693449749,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2666012385947365e-07,2404.6287745661425,0,1,0.9561530450838942,0.19500000000000006,0.95,0.4807679693449749,1105,50,0.0,1155.0,6.67465924440159,3.7031180911507118,0.06331295350160883,5122.053189365149,16.89804011817481,5138.951229483324
III - Central Luzon,EQ,2000,3491217014204,na,498090,Nueva Ecija,146.17379000000014,0,75759.72940326715,33.94356100000003,4.30637757776799,4.30637757776799,146.17379000000014,75759.72940326715,162516.03,75002.13210923447,0,1.0,812.6702779603994,0.0,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2666012385947365e-07,2404.6287745661425,0,1,0.9561530450838942,0.19500000000000006,0.95,0.0,0,0,0.0,0.0,6.67465924440159,7.125815681292261,0.06331295350160883,4748.606502753485,0.0,4748.606502753485
III - Central Luzon,HU,100,37754027558,a,440940,Aurora,2252.066062917733,1,58876.28338316848,784.4410114120119,2.8709183101785585,2.8709183101785585,2252.066062917733,58876.28338316848,20166.387,58287.5205493368,0,1.0,631.5625195489592,0.34439552424201075,9.747711529783041e-09,22302.6775,4.0,19393.96761265777,1.7614774747913677e-07,1868.7448632382773,0,1,0.9694882858771994,0.3250000000000001,0.4771804292598822,0.34439552424201075,623,19,0.0,642.0,0.41541126629293396,0.2747012483580335,0.0072911949275323885,635.5352540402225,6.421255244906428,641.956509285129
III - Central Luzon,HU,200,349990576,a,380001,Nueva Ecija,3220.450121419119,0,36842.21888108273,560.8745699148757,5.741836578377745,5.741836578377745,3220.450121419119,36842.21888108273,30842.369,36473.7966922719,0,1.0,395.20437169719065,0.151841161266571,9.747711529783031e-09,22302.6775,2.0,19393.96761265777,1.1022560350491322e-07,1169.37930399333,0,1,0.9701906137421848,0.7150000000000004,0.7592141801525913,0.151841161266571,172,5,0.0,177.0,0.4019814168803241,0.3451196330240419,0.011541123285752828,479.07784233151506,1.689804011817481,480.76764634333256
III - Central Luzon,HU,200,349990576,na,380001,Nueva Ecija,1021.370178580881,0,36842.21888108273,177.88214008512432,5.741836578377745,5.741836578377745,1021.370178580881,36842.21888108273,30842.369,36473.7966922719,0,1.0,395.20437169719065,0.0,9.747711529783031e-09,22302.6775,2.0,19393.96761265777,1.1022560350491322e-07,1169.37930399333,0,1,0.9701906137421848,0.7150000000000004,0.7592141801525913,0.0,0,0,0.0,0.0,0.40198141688032407,0.4066749020622463,0.011541123285752828,420.9485843249937,0.0,420.9485843249937
III - Central Luzon,HU,200,385110364,a,382993,Bataan,3234.9630319226617,0,70757.14889472173,563.4021229870143,5.741836780400673,5.741836780400673,3234.9630319226617,70757.14889472173,70562.492,70049.57740577451,0,1.0,759.0078833818945,0.09309213606395324,9.747711529783045e-09,22302.6775,5.0,19393.96761265777,2.116932605058805e-07,2245.8458811650835,0,1,0.9701906137421848,1.0350000000000006,0.7592141801525913,0.09309213606395324,202,6,0.0,208.0,0.772023505395243,0.7087014207543126,0.011541123285752828,876.7188910323557,2.027764814180977,878.7466558465367
III - Central Luzon,HU,200,385110364,na,382993,Bataan,1025.972968077338,0,70757.14889472173,178.68375701298572,5.741836780400673,5.741836780400673,1025.972968077338,70757.14889472173,70562.492,70049.57740577451,0,1.0,759.0078833818945,0.0,9.747711529783045e-09,22302.6775,5.0,19393.96761265777,2.116932605058805e-07,2245.8458811650835,0,1,0.9701906137421848,1.0350000000000006,0.7592141801525913,0.0,0,0,0.0,0.0,0.7720235053952431,0.7810375561212421,0.011541123285752828,808.4508089549295,0.0,808.4508089549295
III - Central Luzon,HU,200,3141692120,a,385017,Bulacan,1405.0603731250933,0,122178.68232663695,489.4115005140102,2.8709181775446884,2.8709181775446884,1405.0603731250933,122178.68232663695,100994.67,120956.8955033706,0,1.0,1310.6037271952223,0.11914162015707384,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,3.6553767400268166e-07,3877.975508562695,0,1,0.9701906137421848,0.8450000000000005,0.7592141801525913,0.11914162015707384,448,13,0.0,461.0,1.3330782272576622,1.1883211679465078,0.011541123285752828,1547.3848827251684,4.393490430725451,1551.7783731558939
III - Central Luzon,HU,200,3141692120,na,385017,Bulacan,445.6168268749067,0,122178.68232663695,155.2175294859898,2.8709181775446884,2.8709181775446884,445.6168268749067,122178.68232663695,100994.67,120956.8955033706,0,1.0,1310.6037271952223,0.0,9.747711529783053e-09,22302.6775,5.0,19393.96761265777,3.6553767400268166e-07,3877.975508562695,0,1,0.9701906137421848,0.8450000000000005,0.7592141801525913,0.0,0,0,0.0,0.0,1.3330782272576625,1.3486430833510963,0.011541123285752828,1395.978443266322,0.0,1395.978443266322
III - Central Luzon,HU,200,3492834016,a,390209,Nueva Ecija,3018.281710557334,0,78905.06143236512,573.4525319745981,5.263350569164516,5.263350569164516,3018.281710557334,78905.06143236512,63867.938,78116.01081804144,0,1.0,846.4100744789345,0.1225829118456077,9.747711529783045e-09,22302.6775,5.0,19393.96761265777,2.360704181267572e-07,2504.462234404364,0,1,0.9701906137421848,0.8450000000000005,0.7592141801525913,0.1225829118456077,297,9,0.0,306.0,0.8609244870942842,0.764558950898828,0.011541123285752828,1001.9208697441762,3.041647221271466,1004.9625169654477
III - Central Luzon,HU,200,3492834016,na,390209,Nueva Ecija,957.2521894426659,0,78905.06143236512,181.87125802540194,5.263350569164516,5.263350569164516,957.2521894426659,78905.06143236512,63867.938,78116.01081804144,0,1.0,846.4100744789345,0.0,9.747711529783045e-09,22302.6775,5.0,19393.96761265777,2.360704181267572e-07,2504.462234404364,0,1,0.9701906137421848,0.8450000000000005,0.7592141801525913,0.0,0,0,0.0,0.0,0.860924487094284,0.8709765346597913,0.011541123285752828,901.5465114422178,0.0,901.5465114422178
III - Central Luzon,HU,200,3543362475,a,394565,Pampanga,3430.6282418815135,0,75712.61584927663,651.7955699074392,5.263350044506583,5.263350044506583,3430.6282418815135,75712.61584927663,98199.383,74955.48969078387,0,1.0,812.1648935653025,0.1057027960588033,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2651916818200403e-07,2403.133381057084,0,1,0.9701906137421848,0.9050000000000006,0.7592141801525913,0.1057027960588033,246,7,0.0,253.0,0.8260920628327115,0.7477516312937444,0.011541123285752828,948.2089048467318,2.365725616544473,950.5746304632763
III - Central Luzon,HU,200,3543362475,na,394565,Pampanga,1088.028458118486,0,75712.61584927663,206.71786009256093,5.263350044506583,5.263350044506583,1088.028458118486,75712.61584927663,98199.383,74955.48969078387,0,1.0,812.1648935653025,0.0,9.747711529783043e-09,22302.6775,5.0,19393.96761265777,2.2651916818200403e-07,2403.133381057084,0,1,0.9701906137421848,0.9050000000000006,0.7592141801525913,0.0,0,0,0.0,0.0,0.8260920628327115,0.8357374113314039,0.011541123285752828,865.0705474653117,0.0,865.0705474653117
III - Central Luzon,HU,200,3695312476,a,398965,Tarlac,2814.9854870309327,0,160566.37397897168,490.2586620647917,5.741837329656216,5.741837329656216,2814.9854870309327,160566.37397897168,217731.69,158960.71023918196,0,1.0,1722.3862967883974,0.1119350881402948,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,4.803870671186799e-07,5096.4084235619375,0,1,0.9701906137421848,0.9050000000000006,0.7592141801525913,0.1119350881402948,553,17,0.0,570.0,1.7519221283532584,1.5741485214076247,0.011541123285752828,2021.4774781682445,5.745333640179435,2027.222811808424
III - Central Luzon,HU,200,3695312476,na,398965,Tarlac,892.7765129690677,0,160566.37397897168,155.4862079352083,5.741837329656216,5.741837329656216,892.7765129690677,160566.37397897168,217731.69,158960.71023918196,0,1.0,1722.3862967883974,0.0,9.747711529783051e-09,22302.6775,5.0,19393.96761265777,4.803870671186799e-07,5096.4084235619375,0,1,0.9701906137421848,0.9050000000000006,0.7592141801525913,0.0,0,0,0.0,0.0,1.7519221283532582,1.7723773539035368,0.011541123285752828,1834.585154461231,0.0,1834.585154461231
III - Central Luzon,HU,200,3833020356,a,403057,Bataan,2085.3581871645597,0,82101.60501369556,544.7799201805448,3.8278910619052433,3.8278910619052433,2085.3581871645597,82101.60501369556,55482.555,81280.5889635586,0,1.0,880.6992143849646,0.18448184681442267,9.747711529783046e-09,22302.6775,5.0,19393.96761265777,2.456339285797832e-07,2605.9211590251834,0,1,0.9701906137421848,0.6150000000000003,0.7592141801525913,0.18448184681442267,466,14,0.0,480.0,0.8958016241660237,0.7393313497051209,0.011541123285752828,1095.5590318684199,4.731451233088946,1100.290483101509
III - Central Luzon,HU,200,3833020356,na,403057,Bataan,661.3742128354404,0,82101.60501369556,172.77769981945534,3.8278910619052433,3.8278910619052433,661.3742128354404,82101.60501369556,55482.555,81280.5889635586,0,1.0,880.6992143849646,0.0,9.747711529783046e-09,22302.6775,5.0,19393.96761265777,2.456339285797832e-07,2605.9211590251834,0,1,0.9701906137421848,0.6150000000000003,0.7592141801525913,0.0,0,0,0.0,0.0,0.8958016241660238,0.9062608928595735,0.011541123285752828,938.0692979670306,0.0,938.0692979670306
