,k_q1,k_q2,k_q3,k_q4,k_q5,dk_q1,dk_q2,dk_q3,dk_q4,dk_q5,dc_q1,dc_q2,dc_q3,dc_q4,dc_q5,dw_q1,dw_q2,dw_q3,dw_q4,dw_q5,nrh_q1,nrh_q2,nrh_q3,nrh_q4,nrh_q5,dw_pds_q1,dw_pds_q2,dw_pds_q3,dw_pds_q4,dw_pds_q5
5,165053.00554271156,247781.54170215008,328473.8378861877,447181.7267613055,992292.4664019812,22859.816686652888,32577.576045552887,42616.44178181583,57783.49645954755,127255.47084680006,19267.516604846798,42828.26381712195,68282.2587386956,107067.11241333376,287581.5594006931,189050.54809042078,100445.31328362413,79168.54458563248,66281.89892877116,48390.560086863916,0,0,0,0,0,0,0,0,0,0
10,164580.8323772595,247068.01474127293,327557.01628165034,446109.47117294447,992219.7388602494,22860.600233484172,32532.943287516428,43229.84699945977,57013.274681841816,126097.09996063505,19175.627218757698,42587.31224535233,68009.32615256193,106636.48751379461,287618.95249424316,190130.71543764687,100695.15406743705,81739.76401413557,64931.95298103519,48798.54305779433,0,0,0,0,0,0,0,0,0,0
25,165878.5353722011,249291.16725108647,330835.63700791984,451145.69807487447,1006348.8279570902,22904.317558107567,31822.176419310737,43085.71778535362,58118.48889078074,129112.22914547441,19410.228498572,42996.32586854454,68962.98784570831,108283.5130270722,292436.079826197,185303.15761653747,96744.60464295009,80456.76550534526,65953.19220070941,48530.49708290691,0,0,0,0,0,0,0,0,0,0
50,166840.51070184034,250942.4128335397,333294.78608514095,454896.90049886587,1015181.0750912059,23423.81372772663,32740.346268727622,42682.57053589997,58088.18309356236,130204.92881793556,19779.49080110103,43575.56297841944,69742.80275535004,109474.4479885335,295398.0301878325,187474.4022895428,97553.54259965158,78429.46881549615,64608.60156425531,47981.02867945381,0,0,0,0,0,0,0,0,0,0
100,167594.71932627,252274.7059005366,335342.2954451963,458139.3475930369,1022766.0824536989,23106.169083497363,33034.3202673718,44133.62744245202,59416.024378254115,129989.62894957779,19957.558551460224,43988.07685415806,70564.61523763271,110368.1444090936,297868.7528065584,181845.09572583044,98360.47720672347,80786.76338891228,65488.76852177928,48228.45039272127,0,0,0,0,0,0,0,0,0,0
250,167780.23995268304,252573.25812341642,335736.54325654026,458742.2466801793,1024511.9607710019,23528.833978240018,33227.51801825195,43653.19936192562,59081.53169031728,130985.12554972566,20154.77459211812,44038.43170532636,70458.97233178187,110737.07358841572,298469.4925851766,186946.8383558968,99540.17651391999,79476.09569076808,65295.81761583348,48163.648275477295,0,0,0,0,0,0,0,0,0,0
500,167918.09705416442,252820.25144931898,336071.8337042558,459258.6186298093,1025457.3932959836,23302.274901052973,33080.092522917344,44279.216113281465,58917.88480589935,129649.72508276606,20088.62719969025,44211.8731749529,70696.59302217813,110891.84008179726,298773.3891118129,185031.56470900218,97898.04519782338,81291.71987183148,65375.958638901204,47669.13938667473,0,0,0,0,0,0,0,0,0,0
1000,167564.46742392477,252327.20551636527,335409.22395976516,458392.1474147095,1023504.1798243811,23253.702494360845,33084.6740270852,43616.884980281044,58099.552130148615,131307.24442357663,20023.981103907616,44071.98218727318,70358.43929679862,110608.75966939091,297874.403569689,184662.19742277794,98680.34720447347,79214.33449957492,63365.43907922904,48243.420802379835,0,0,0,0,0,0,0,0,0,0
