,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
24,Ampara,PF,5.0,24,52101054091,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,140822.95956858035,428623.10439718893,0.7550000000000004,61607.80097150893,0.0,61607.80097150893,0.0,20241.076078998343,0.0,20241.076078998343,0.7550000000000004,66754.96581248762,0.0,66754.96581248762,1,36346.798828125,0,0,0.0,0.0053295833920314626,0.2539342982250764,-1,0.0,0.0,True,6849.39529755407,1.0502597956973716,11735.24663071503,0.0,0.8209676715183362,2283.3258451605834,0.0,2283.3258451605834,7530.397007430595,7475.089782243243,0.015390015234288512,3.2239904665866926e-06
25,Ampara,PF,5.0,25,52101054101,helped,a,43493.30859375,0.0,6.303845835810221,0.0,78970.67078033325,240363.1777793352,1.0350000000000006,22583.01099276877,0.0,22583.01099276877,0.0,7419.587071593102,0.0,7419.587071593102,1.0350000000000006,30793.00344910879,0.0,30793.00344910879,1,36346.798828125,0,0,0.0,0.007117001906923673,0.13877869524614628,-1,0.0,0.0,True,1111.7398507667895,0.2951397242613787,6580.8892316944375,0.0,0.8417069424911178,372.6163000967147,0.0,372.6163000967147,1546.443879336893,1530.817591817129,0.005944813691684203,3.2239904665866926e-06
26,Ampara,PF,5.0,26,52102059011,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,83271.65877734953,253454.1029587509,1.0350000000000006,22057.223550863277,0.0,22057.223550863277,0.0,7246.841032209019,0.0,7246.841032209019,1.0350000000000006,30076.067407352526,0.0,30076.067407352526,1,36346.798828125,0,0,0.0,0.006930768417372292,0.12376271253328647,-1,0.0,0.0,True,1085.8558421026542,0.2882681533856548,6939.30489811246,0.0,0.888279021542207,363.9408860297914,0.0,363.9408860297914,1510.438903223329,1495.17643369684,0.005806403964808027,3.2239904665866926e-06
27,Ampara,PF,5.0,27,52102059021,helped,a,43493.30859375,0.0,1.6209861161867876,1249.999969482422,70735.02741562157,211491.7215641069,0.7150000000000004,32011.771853581802,0.0,32011.771853581802,0.0,10517.407781316017,0.0,10517.407781316017,0.7150000000000004,33405.82465662702,0.0,33405.82465662702,1,36346.798828125,0,0,0.0,0.007519911552857938,0.26489652918051354,-1,0.0,0.0,True,3998.235840190737,0.5588731925621886,5894.585617968464,0.0,0.8472770850077533,1331.8357455016996,0.0,1331.8357455016996,4230.23029724015,4200.822419126897,0.007752589966770529,3.2239904665866926e-06
28,Ampara,PF,5.0,28,52102059031,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,71505.18081684581,217640.45206898887,0.6750000000000004,34748.07618890335,0.0,34748.07618890335,0.0,11416.386279777924,0.0,11416.386279777924,0.6750000000000004,34871.3377072877,0.0,34871.3377072877,1,36346.798828125,0,0,0.0,0.00747930495358376,0.2920250965011344,-1,0.0,0.0,True,4875.639993922989,0.6184094727802858,5958.765068070484,0.0,0.8401105747663953,1622.8480549511046,0.0,1622.8480549511046,4956.987367539896,4924.4717632241445,0.008095427330530924,3.2239904665866926e-06
29,Ampara,PF,5.0,29,52102059041,helped,a,43493.30859375,0.0,4.0524652904669685,0.0,81725.26410679494,248747.33861899434,1.2150000000000007,17034.124683222868,0.0,17034.124683222868,0.0,5596.5155096463905,0.0,5596.5155096463905,1.2150000000000007,26292.976999762188,0.0,26292.976999762188,1,36346.798828125,0,0,0.0,0.006996032676754663,0.0846886163004696,-1,0.0,0.0,True,496.7082576877257,0.17563760134839335,6810.438675566245,0.0,0.9214185636497321,167.0576160153263,0.0,167.0576160153263,784.8530121921541,775.5215035032462,0.004160253929214264,3.2239904665866926e-06
30,Ampara,PF,5.0,30,52102059051,helped,a,43493.30859375,0.0,1.6209861161867876,150.0,100858.7011452491,306527.26298855053,1.0350000000000006,26581.072299009447,0.0,26581.072299009447,0.0,8733.142505967751,0.0,8733.142505967751,1.0350000000000006,36244.552335442546,0.0,36244.552335442546,1,36346.798828125,0,0,0.0,0.006297574445849965,0.12287827019537541,-1,0.0,0.0,True,1308.5605529034422,0.347390896444864,8404.891762104091,0.0,0.8882790215422081,438.5841966309764,0.0,438.5841966309764,1820.2243933410336,1801.8316472302483,0.00699727524656879,3.2239904665866926e-06
31,Ampara,PF,5.0,31,52102059061,helped,a,43493.30859375,0.0,3.241972232373575,1249.999969482422,57804.29008980555,172134.41227508624,0.6750000000000004,27624.111777020433,0.0,27624.111777020433,0.0,9075.85395180125,0.0,9075.85395180125,0.6826177479757856,21457.491261680552,0.0,21457.491261680552,2,36346.798828125,0,0,0.0,0.00831859459825265,0.2870801460006284,-1,0.0,0.5009633911368017,True,4046.075933218265,0.5229732820054238,4817.024174150462,0.0,1.1649931117132988,1346.930854421813,0.0,1346.930854421813,4145.420394113418,4117.918732015482,0.006923868243816855,3.2239904665866926e-06
32,Ampara,PF,5.0,32,52102059071,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,94081.69105696894,286356.6183477122,0.7550000000000004,40352.63994410372,0.0,40352.63994410372,0.0,13257.750515632888,0.0,13257.750515632888,0.7550000000000004,43723.993673431214,0.0,43723.993673431214,1,36346.798828125,0,0,0.0,0.006520448035778217,0.24663821562052698,-1,0.0,0.0,True,4486.301700735201,0.6879121590972517,7840.140921414078,0.0,0.8362800190694277,1495.5610207129675,0.0,1495.5610207129675,4932.352628809631,4896.126817969136,0.010080342646389795,3.2239904665866926e-06
33,Ampara,PF,5.0,33,52102059081,helped,a,43493.30859375,0.0,3.241972232373575,0.0,75890.76029783556,230988.84850577163,1.2150000000000007,15850.039690615173,0.0,15850.039690615173,0.0,5207.487593677495,0.0,5207.487593677495,1.2150000000000007,24465.28581777494,0.0,24465.28581777494,1,36346.798828125,0,0,0.0,0.007259981997559126,0.08496023655812,-1,0.0,0.0,True,462.18081324488764,0.16342858845446706,6324.23002481963,0.0,0.9214185636497321,155.44501955362531,0.0,155.44501955362531,730.2958987259724,721.613046754237,0.0038710641801262824,3.2239904665866926e-06
34,Ampara,PF,5.0,34,52102059091,helped,a,43493.30859375,0.0,2.4314791742801813,0.0,133528.55686287096,406421.11729208345,0.6750000000000004,65672.80990461704,0.0,65672.80990461704,0.0,21576.623749575003,0.0,21576.623749575003,0.6750000000000004,65905.77043519153,0.0,65905.77043519153,1,36346.798828125,0,0,0.0,0.0054732201605824605,0.29683611229037726,-1,0.0,0.0,True,9214.811684639564,1.1687751439339706,11127.37973857258,0.0,0.8401105747663963,3067.1335943172658,0.0,3067.1335943172658,9368.555753080655,9307.10224729365,0.015300112077682115,3.2239904665866926e-06
35,Ampara,PF,5.0,35,52102059101,helped,a,43493.30859375,0.0,4.862958348560363,0.0,79044.18222716647,240586.924707016,0.6750000000000004,37321.63474908135,0.0,37321.63474908135,0.0,12261.921971506483,0.0,12261.921971506483,0.6750000000000004,37454.02542713641,0.0,37454.02542713641,1,36346.798828125,0,0,0.0,0.007113691715146475,0.28008072776714826,-1,0.0,0.0,True,5236.746173571388,0.664210943449234,6587.015185597206,0.0,0.8576431046138102,1743.0416012350072,0.0,1743.0416012350072,5324.118405329554,5289.19458677566,0.008695001712482053,3.2239904665866926e-06
36,Ampara,PF,5.0,36,52102060011,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,105491.44572760709,321084.5098955219,0.7950000000000005,41693.99035880788,0.0,41693.99035880788,0.0,13698.447559911077,0.0,13698.447559911077,0.7950000000000005,46845.16989516336,0.0,46845.16989516336,1,36346.798828125,0,0,0.0,0.006157740367626415,0.22039442920700397,-1,0.0,0.0,True,4126.176626813325,0.6911612941549095,8790.953810633924,0.0,0.8394156646433116,1376.5696564425664,0.0,1376.5696564425664,4707.514420633902,4671.089446274698,0.010668654962685764,3.2239904665866926e-06
37,Ampara,PF,5.0,37,52102060021,helped,a,43493.30859375,0.0,2.701648215347238,0.0,76291.96779815528,232210.00452195894,1.1150000000000009,19586.03058217028,0.0,19586.03058217028,0.0,6434.937278196881,0.0,6434.937278196881,1.1150000000000009,28273.36137731676,0.0,28273.36137731676,1,36346.798828125,0,0,0.0,0.007240867280425336,0.1178705946994331,-1,0.0,0.0,True,763.9825058160386,0.23155293716687098,6357.6639831796065,0.0,0.8534629272362406,256.45520767232546,0.0,256.45520767232546,1126.7943182884014,1114.5157460197386,0.005028416757269838,3.2239904665866926e-06
38,Ampara,PF,5.0,38,52102060031,helped,a,43493.30859375,0.0,4.502747025578729,0.0,61854.626670224374,188267.04243358347,1.2150000000000007,13452.896854019946,0.0,13452.896854019946,0.0,4419.912809922614,0.0,4419.912809922614,1.2150000000000007,20765.182487556856,0.0,20765.182487556856,1,36346.798828125,0,0,0.0,0.008041626547917019,0.09062906705016457,-1,0.0,0.0,True,392.2810876096432,0.13871182573617347,5154.552222518698,0.0,0.8997582275860497,131.9356831493759,0.0,131.9356831493759,619.8467379417013,612.4770710983028,0.003285608626034886,3.2239904665866926e-06
39,Ampara,PF,5.0,39,52102060041,helped,a,43493.30859375,0.0,4.502747025578729,0.0,60139.95723148843,183048.0998684113,1.0350000000000006,16192.384719860785,0.0,16192.384719860785,0.0,5319.964125430867,0.0,5319.964125430867,1.0350000000000006,22079.08231048679,0.0,22079.08231048679,1,36346.798828125,0,0,0.0,0.008155459553498208,0.1268539334954101,-1,0.0,0.0,True,797.1354828539359,0.21161996347095524,5011.663102624036,0.0,0.8764238596177508,267.1719234423207,0.0,267.1719234423207,1108.8253134143677,1097.6210121214974,0.004262527721149212,3.2239904665866926e-06
40,Ampara,PF,5.0,40,52102060051,helped,a,43493.30859375,0.0,4.502747025578729,0.0,73982.6970432079,225181.27282287012,0.6450000000000004,37818.09529968461,0.0,37818.09529968461,0.0,12425.032740216266,0.0,12425.032740216266,0.6450000000000004,36817.70420851285,0.0,36817.70420851285,1,36346.798828125,0,0,0.0,0.007353005924870206,0.31207869821353124,-1,0.0,0.0,True,5790.381068367268,0.6805487875882648,6165.224753600658,0.0,0.8509233031929824,1926.2042514190869,0.0,1926.2042514190869,5707.704748687325,5671.942573704847,0.00851046062905425,3.2239904665866926e-06
41,Ampara,PF,5.0,41,52102060061,helped,a,43493.30859375,0.0,6.303845835810221,0.0,48480.07555637554,147558.8962910861,0.9050000000000006,15881.665777651066,0.0,15881.665777651066,0.0,5217.878258880276,0.0,5217.878258880276,0.9212162261844297,12133.276728250534,0.0,12133.276728250534,2,36346.798828125,0,0,0.0,0.009083398165646546,0.1744523826763479,-1,0.11560693641618495,1.7533718689788025,True,1377.8386417345043,0.29796549219791757,4040.0062963646283,0.0,1.5211158756970502,460.7919718256171,0.0,460.7919718256171,1752.8100577946007,1737.0687075444591,0.005336054047582195,3.2239904665866926e-06
42,Ampara,PF,5.0,42,52102060071,helped,a,43493.30859375,0.0,2.701648215347238,0.0,122011.01352844006,371365.1491874735,1.0350000000000006,33472.92160711265,0.0,33472.92160711265,0.0,10997.437697041702,0.0,10997.437697041702,1.0350000000000006,45641.911560403314,0.0,45641.911560403314,1,36346.798828125,0,0,0.0,0.005725724904569222,0.13047175800235045,-1,0.0,0.0,True,1647.8396474294661,0.43746110102454594,10167.584460703338,0.0,0.8647124001662099,552.2981947209557,0.0,552.2981947209557,2292.1653254926077,2269.0037773125728,0.008811503600405501,3.2239904665866926e-06
43,Ampara,PF,5.0,43,52102060091,helped,a,43493.30859375,0.0,2.701648215347238,0.0,113963.84798217926,346871.9764221571,1.0350000000000006,30849.297281456922,0.0,30849.297281456922,0.0,10135.453033721757,0.0,10135.453033721757,1.0350000000000006,42064.47572002969,0.0,42064.47572002969,1,36346.798828125,0,0,0.0,0.005924428238197458,0.1278193864090748,-1,0.0,0.0,True,1518.6811522577384,0.40317268127896,9496.987331848271,0.0,0.876423859617751,509.0087861747434,0.0,509.0087861747434,2112.50426163408,2091.158127176763,0.00812085354410641,3.2239904665866926e-06
44,Ampara,PF,5.0,44,52102060101,helped,a,43493.30859375,0.0,2.701648215347238,8333.332763671875,48268.013840785854,121549.35701522033,1.0350000000000006,11450.747563813708,0.0,11450.747563813708,0.0,3762.2912637009617,0.0,3762.2912637009617,1.047597988556901,11921.21501266085,0.0,11921.21501266085,2,36346.798828125,0,0,0.0,0.009103329894581746,0.10578125244590035,-1,0.0,1.2138728323699406,True,579.401611753255,0.15715829780836543,4022.3344867321543,0.0,1.289733413230833,194.26915840949655,0.0,194.26915840949655,813.6254584924789,805.3026340156107,0.003204408875028264,3.2239904665866926e-06
