,district,hazard,rp,index,hhid,helped_cat,affected_cat,pov_line,ispoor,pcwgt,pcsoc,c,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,pc_fee,di0_prv,di0_pub,di0,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,help_received,dc_post_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,t_pov_bool,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,di_prv_t,di_pub_t,di_t,dc_t,dc_net,sav_delta,scale_fac_soc
10,Ampara,PF,5.0,10,52101053031,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,187466.7401595469,570592.8662809753,0.9050000000000006,63882.303009474315,0.0,63882.303009474315,0.0,20988.357560666307,0.0,20988.357560666307,0.9050000000000006,78801.84178424059,0.0,78801.84178424059,1,36346.798828125,0,0,0.0,0.004619211863019197,0.1789904238733869,-1,0.0,0.0,True,4590.541811491765,0.9624006832558507,15622.228346628908,0.0,0.8397760724634968,1534.739938781665,0.0,1534.739938781665,5762.258122687921,5711.430916537126,0.016928915025360425,3.2239904665866926e-06
11,Ampara,PF,5.0,11,52101053041,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,98597.30716633184,300100.8075125373,1.3350000000000009,19427.26776907906,0.0,19427.26776907906,0.0,6382.776186133536,0.0,6382.776186133536,1.3350000000000009,32318.178657854096,0.0,32318.178657854096,1,36346.798828125,0,0,0.0,0.006369384529710047,0.07661975903433456,-1,0.0,0.0,True,399.54598583216347,0.1675613648795391,8216.442263860987,0.0,0.8943484967062341,134.69014493794808,0.0,134.69014493794808,681.9822661201173,673.0592350386959,0.004366016265381134,3.2239904665866926e-06
12,Ampara,PF,5.0,12,52101053051,helped,a,43493.30859375,0.0,4.502747025578729,0.0,102961.1308684206,313382.9858445473,1.1150000000000009,25074.260341491266,0.0,25074.260341491266,0.0,8238.080294919915,0.0,8238.080294919915,1.1150000000000009,36195.8805756827,0.0,36195.8805756827,1,36346.798828125,0,0,0.0,0.006232945703484369,0.10871697543241389,-1,0.0,0.0,True,978.0591410193517,0.29643671825185436,8580.09423903505,0.0,0.8864799434897983,328.31688974083886,0.0,328.31688974083886,1442.5349725429585,1426.815803904136,0.006437436638751848,3.2239904665866926e-06
13,Ampara,PF,5.0,13,52101053071,helped,a,43493.30859375,0.0,4.502747025578729,0.0,145297.51332983177,442242.3120165664,1.0350000000000006,38131.892854727754,0.0,38131.892854727754,0.0,12528.130076671583,0.0,12528.130076671583,1.0350000000000006,51994.63918131484,0.0,51994.63918131484,1,36346.798828125,0,0,0.0,0.005246877259162607,0.12193506739004596,-1,0.0,0.0,True,1877.1963085588845,0.49834968181667705,12108.126110819314,0.0,0.9002814563234233,629.1705227333365,0.0,629.1705227333365,2611.203277171771,2584.8179593941013,0.0100379439573004,3.2239904665866926e-06
14,Ampara,PF,5.0,14,52101053081,helped,a,43493.30859375,0.0,6.303845835810221,0.0,115447.63546244109,351388.18314018013,0.8450000000000005,43028.95274037469,0.0,43028.95274037469,0.0,14137.045833210765,0.0,14137.045833210765,0.8450000000000005,50496.5108988274,0.0,50496.5108988274,1,36346.798828125,0,0,0.0,0.00588623334315135,0.20302110389002434,-1,0.0,0.0,True,3681.776449902119,0.6851207575031424,9620.636288536758,0.0,0.8408538681791435,1229.4933625478682,0.0,1229.4933625478682,4391.661858808148,4355.520425926735,0.011245964682089493,3.2239904665866926e-06
15,Ampara,PF,5.0,15,52101053091,helped,a,43493.30859375,0.0,3.6021976204629826,0.0,95714.04244082206,291325.009295876,0.7550000000000004,40422.12469443597,0.0,40422.12469443597,0.0,13280.57954208127,0.0,13280.57954208127,0.7550000000000004,43799.28368638044,0.0,43799.28368638044,1,36346.798828125,0,0,0.0,0.006464607566986865,0.2409925449901947,-1,0.0,0.0,True,4494.026834803818,0.689096701290552,7976.170203401838,0.0,0.8517714624643844,1498.1362842960905,0.0,1498.1362842960905,4940.845834989904,4904.557645543565,0.010097700373009388,3.2239904665866926e-06
16,Ampara,PF,5.0,16,52101053101,helped,a,43493.30859375,0.0,6.303845835810221,0.0,118301.56240584551,360074.68589479,0.8450000000000005,42656.87714651327,0.0,42656.87714651327,0.0,14014.801405009692,0.0,14014.801405009692,0.8450000000000005,50059.86259381342,0.0,50059.86259381342,1,36346.798828125,0,0,0.0,0.005814799647956988,0.19368972954409983,-1,0.0,0.0,True,3649.9397661852763,0.6791964508100818,9858.463533820459,0.0,0.8546953353545147,1218.8618123035737,0.0,1218.8618123035737,4353.686726017586,4317.857811667206,0.011148719717468225,3.2239904665866926e-06
17,Ampara,PF,5.0,17,52101054011,helped,a,43493.30859375,0.0,0.9005494051157459,0.0,162408.5476928466,494323.19918575464,1.1150000000000009,41208.7773193847,0.0,41208.7773193847,0.0,13539.032130523678,0.0,13539.032130523678,1.1150000000000009,59486.81884163766,0.0,59486.81884163766,1,36346.798828125,0,0,0.0,0.004962786066982747,0.11570524469546334,-1,0.0,0.0,True,1607.4101807406719,0.48718464853440935,13534.04564107055,0.0,0.8643341026015723,539.5787319451016,0.0,539.5787319451016,2370.7619546639858,2344.9279834416643,0.010579729545000305,3.2239904665866926e-06
18,Ampara,PF,5.0,18,52101054021,helped,a,43493.30859375,0.0,6.303845835810221,0.0,135091.45733174606,411178.120360939,1.1150000000000009,32697.14241808158,0.0,32697.14241808158,0.0,10742.557546507789,0.0,10742.557546507789,1.1150000000000009,47199.871342668775,0.0,47199.871342668775,1,36346.798828125,0,0,0.0,0.005441467658575148,0.10773940720026189,-1,0.0,0.0,True,1275.4010922626608,0.3865571092675779,11257.621444312172,0.0,0.8864799434897968,428.1292431328142,0.0,428.1292431328142,1881.0832621950562,1860.5852738724689,0.008394496177267285,3.2239904665866926e-06
19,Ampara,PF,5.0,19,52101054031,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,193196.42599684995,588032.3217385879,0.9050000000000006,62306.94449747956,0.0,62306.94449747956,0.0,20470.777790082873,0.0,20470.777790082873,0.9050000000000006,76858.56256030191,0.0,76858.56256030191,1,36346.798828125,0,0,0.0,0.004550199639156125,0.16533964661070183,-1,0.0,0.0,True,4477.3375471381605,0.9386675672457585,16099.702166404162,0.0,0.8657766220880188,1496.8927493041738,0.0,1496.8927493041738,5620.158950393814,5570.585159791276,0.01651144243705005,3.2239904665866926e-06
20,Ampara,PF,5.0,20,52101054051,helped,a,43493.30859375,0.0,1.8010988102314913,0.0,223170.11200002788,679263.2856685289,0.6750000000000004,105343.11386498141,0.0,105343.11386498141,0.0,34610.194626582364,0.0,34610.194626582364,0.6750000000000004,105716.79648544485,0.0,105716.79648544485,1,36346.798828125,0,0,0.0,0.004233621031506153,0.2799756546477998,-1,0.0,0.0,True,14781.108923909467,1.874785215507302,18597.509333335656,0.0,0.8576431046138133,4919.8656785745,0.0,4919.8656785745,15027.723602516613,14929.148504741366,0.024542294613070226,3.2239904665866926e-06
21,Ampara,PF,5.0,21,52101054061,helped,a,43493.30859375,0.0,6.303845835810221,0.0,106204.43527777874,323254.63751770486,0.8450000000000005,38277.71637169177,0.0,38277.71637169177,0.0,12576.039998052169,0.0,12576.039998052169,0.8450000000000005,44920.71033213174,0.0,44920.71033213174,1,36346.798828125,0,0,0.0,0.00613703596878039,0.193570843270237,-1,0.0,0.0,True,3275.2364563381784,0.6094700513465199,8850.369606481561,0.0,0.8546953353545157,1093.7332938694979,0.0,1093.7332938694979,3906.736658131629,3874.5859449723193,0.010004190644039568,3.2239904665866926e-06
22,Ampara,PF,5.0,22,52101054071,helped,a,43493.30859375,0.0,4.502747025578729,0.0,70674.3889680465,215111.76937100297,1.2150000000000007,15729.001408117738,0.0,15729.001408117738,0.0,5167.720793923761,0.0,5167.720793923761,1.2150000000000007,24278.457504786827,0.0,24278.457504786827,1,36346.798828125,0,0,0.0,0.007523136893750576,0.09409615247240341,-1,0.0,0.0,True,458.6513853740189,0.1621805716643756,5889.532414003876,0.0,0.8786533464228077,154.25796901262933,0.0,154.25796901262933,724.7190192340519,716.1024735625122,0.003841502931765106,3.2239904665866926e-06
23,Ampara,PF,5.0,23,52101054081,helped,a,43493.30859375,0.0,2.701648215347238,0.0,153146.89054520603,466133.4760706766,0.7950000000000005,59790.80413823266,0.0,59790.80413823266,0.0,19644.106692692018,0.0,19644.106692692018,0.7950000000000005,67177.795982587,0.0,67177.795982587,1,36346.798828125,0,0,0.0,0.005110647227408239,0.21630693381868307,-1,0.0,0.0,True,5917.097797798866,0.991152183111069,12762.240878767168,0.0,0.8541276643454383,1974.0544381261066,0.0,1974.0544381261066,6750.758809118586,6698.523978897036,0.015299266244426235,3.2239904665866926e-06
