region,hazard,rp,new_pov,new_sub,init_pov,init_sub,reg_pop
ARMM,EQ,1,710.0568637839817,1541.9283428876652,1207449.827470001,783053.5235900017,3706900.4411799996
ARMM,EQ,10,1129.2857225869764,2580.213403703953,1207449.8274699978,783053.5235899998,3706900.4411799978
ARMM,EQ,25,8711.693257918436,18599.796473168008,1207449.8274699994,783053.5235900015,3706900.441180031
ARMM,EQ,30,11279.594538466532,25255.38941137565,1207449.8274699978,783053.5235899998,3706900.4411800047
ARMM,EQ,50,28457.55533994739,60706.237115298594,1207449.8274699994,783053.5235899994,3706900.441179993
ARMM,EQ,100,71535.34170676692,157405.40500174847,1207449.8274699987,783053.5235900001,3706900.441179997
ARMM,EQ,200,119383.34882838502,290885.7177451615,1207449.8274700015,783053.5235900006,3706900.4411799987
ARMM,EQ,250,155947.25857320134,321805.0919154675,1207449.8274700008,783053.5235900006,3706900.441179977
ARMM,EQ,500,224181.50669820426,491164.28399704193,1207449.8274700015,783053.5235900014,3706900.441180017
ARMM,EQ,1000,316922.2636602336,654596.2305583977,1207449.827469998,783053.5235899994,3706900.441180018
ARMM,EQ,2000,517543.71818923316,1057293.5970059216,1207449.8274699973,783053.5235900001,3706900.4411800173
ARMM,HU,1,0.008086479803999996,0.015976870456800026,1207449.8274699985,783053.52359,3706900.441180002
ARMM,HU,10,0.0077955357493,0.016006165774300016,1207449.8274699985,783053.52359,3706900.441180002
ARMM,HU,25,96.41273697290745,186.07073643885826,1207449.8274700013,783053.5235899992,3706900.441180002
ARMM,HU,30,157.06201921655398,298.1830583092369,1207449.8274699992,783053.5235899999,3706900.441179982
ARMM,HU,50,538.4080378260659,1125.9089977336923,1207449.8274699985,783053.5235899994,3706900.4411799996
ARMM,HU,100,2358.6541405825933,4619.460934289887,1207449.82747,783053.5235900006,3706900.4411799978
ARMM,HU,200,6903.794798223611,12938.399607876381,1207449.8274699976,783053.523589999,3706900.441180015
ARMM,HU,250,10199.552388089318,20100.706667959545,1207449.8274699969,783053.5235899993,3706900.441180008
ARMM,HU,500,25152.130476158727,49967.62570543629,1207449.8274699983,783053.5235900021,3706900.441179998
ARMM,HU,1000,38908.48518098667,76232.7180845762,1207449.8274700015,783053.5235900007,3706900.4411799884
ARMM,HU,2000,229442.94743257217,415685.0129562801,1207449.8274699985,783053.523590001,3706900.4411800094
ARMM,PF,1,45.91282031703954,94.1711330157585,1207449.8274700018,783053.523589999,3706900.4411799754
ARMM,PF,10,95.08947219466299,182.63252635041448,1207449.8274699992,783053.5235899996,3706900.4411799936
ARMM,PF,25,639.4905642957746,1240.969763248825,1207449.8274700036,783053.5235900003,3706900.441180002
ARMM,PF,30,1042.7671756487628,2079.646053219492,1207449.8274699994,783053.5235899998,3706900.4411800103
ARMM,PF,50,2868.5739680191414,5588.794903327125,1207449.8274699976,783053.5235899999,3706900.4411799926
ARMM,PF,100,6363.736481846006,12799.265050216538,1207449.8274699997,783053.5235900007,3706900.4411799875
ARMM,PF,200,9510.123823940483,19619.437540315357,1207449.8274700006,783053.5235899995,3706900.4411800075
ARMM,PF,250,12297.35418690163,22440.379301051915,1207449.8274700018,783053.5235900006,3706900.4411800024
ARMM,PF,500,17639.00209020689,37770.461238829426,1207449.82747,783053.5235899995,3706900.441179988
ARMM,PF,1000,26589.540680954833,52346.5094864902,1207449.8274699997,783053.5235900002,3706900.4411800154
ARMM,PF,2000,53349.345634288475,98563.89109934594,1207449.8274699997,783053.5235899999,3706900.441179991
ARMM,SS,1,0.008062281190699997,0.016083749946600025,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,10,0.0077805642732999974,0.016104947442500014,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,25,0.00857071172,0.015773055218700018,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,30,0.007915555076999996,0.016029016968300017,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,50,0.007754177625599997,0.01618414604090002,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,100,0.007879360153799999,0.016087326410800025,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,200,0.008052573315099993,0.01596751695510002,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,250,0.008021929948999995,0.016305411662100016,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,500,0.007932057858799997,0.01596728208560002,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,1000,0.007646473430900002,0.016305846003100026,1207449.8274699985,783053.52359,3706900.441180002
ARMM,SS,2000,289.4580724679453,528.3139734145616,1207449.827469999,783053.5235899995,3706900.4411800103
CAR,EQ,1,16.973020943426825,12.364340284831865,226826.77380000017,124763.20586000002,1783500.1087299988
CAR,EQ,10,21.10950250798814,15.448097221116416,226826.7738000001,124763.20586000002,1783500.1087300016
CAR,EQ,25,1250.8321099764562,922.6888051292269,226826.77379999973,124763.20586,1783500.108729997
CAR,EQ,30,2222.392114071417,1722.2441484015649,226826.77380000002,124763.20586000003,1783500.108729999
CAR,EQ,50,8002.387336215036,5981.575382910844,226826.77379999994,124763.20585999996,1783500.1087300004
CAR,EQ,100,33943.655492314734,24542.6114367618,226826.77380000014,124763.20586,1783500.1087299956
CAR,EQ,200,74095.83531445397,51463.56004165784,226826.77380000005,124763.20585999996,1783500.1087299995
CAR,EQ,250,91503.43664568644,78110.91832709432,226826.77380000008,124763.20586,1783500.1087300044
CAR,EQ,500,170149.58829770266,132480.23163370983,226826.77379999997,124763.20585999989,1783500.1087300063
CAR,EQ,1000,280914.5575001003,212193.9690136521,226826.77380000002,124763.20586000006,1783500.10873
CAR,EQ,2000,461131.56909600017,488597.7475465001,226826.77380000037,124763.20586,1783500.1087300002
CAR,HU,1,1614.4922188609564,1076.6090812807427,226826.77380000008,124763.20586000006,1783500.1087299953
CAR,HU,10,9581.561435232135,6513.25533133326,226826.77380000014,124763.20586,1783500.1087299986
CAR,HU,25,23763.831032279715,17110.500925311764,226826.77380000005,124763.20586000002,1783500.1087299944
CAR,HU,30,28251.23082039584,19464.605700917084,226826.77379999994,124763.20586,1783500.108729995
CAR,HU,50,40459.774339717784,30099.5477490282,226826.77379999997,124763.20586,1783500.1087299979
CAR,HU,100,65581.82924300949,40973.017091788504,226826.77379999988,124763.20585999999,1783500.1087300007
CAR,HU,200,93493.38242018022,65394.03782052522,226826.77379999994,124763.20586,1783500.1087299988
CAR,HU,250,104420.38609751123,68130.55925637063,226826.77380000032,124763.20585999999,1783500.1087300018
CAR,HU,500,134887.4747629811,91398.13797068187,226826.7737999999,124763.20585999993,1783500.1087300114
CAR,HU,1000,168985.26688959525,113887.244532401,226826.77379999985,124763.20585999999,1783500.1087299956
CAR,HU,2000,0.00327135873563779,0.0022689179126007663,226826.7737999999,124763.20586000003,1783500.1087299974
CAR,PF,1,1523.4084743848812,968.9396535672922,226826.77379999982,124763.20586,1783500.108729999
CAR,PF,10,5559.886487616404,4007.850262008888,226826.77379999994,124763.20585999999,1783500.1087299967
CAR,PF,25,12798.911777174042,8940.361226579023,226826.7738000002,124763.20585999999,1783500.1087299988
CAR,PF,30,13914.905397130553,10217.94527036693,226826.77379999994,124763.20586,1783500.1087299995
CAR,PF,50,20472.4549639004,13539.179815157853,226826.77380000002,124763.20585999996,1783500.1087300014
CAR,PF,100,33947.842713370475,24741.65628427168,226826.77380000002,124763.20586,1783500.1087299988
CAR,PF,200,56757.62574972985,38113.40461836991,226826.7737999999,124763.20585999997,1783500.1087299972
CAR,PF,250,57854.65064853262,38634.26818448389,226826.77379999994,124763.20586000002,1783500.1087299979
CAR,PF,500,64192.50613493257,43271.19279847649,226826.7737999999,124763.20585999997,1783500.1087300004
CAR,PF,1000,68057.34686473114,48258.63261273798,226826.77379999997,124763.20586000005,1783500.1087300049
CAR,PF,2000,0.002385128047044575,0.0016363532965386956,226826.7737999999,124763.20586000005,1783500.1087299979
I - Ilocos,EQ,1,1866.726214666655,1154.018112494313,498991.9861600002,172094.47819999998,5135999.787279983
I - Ilocos,EQ,10,2202.7137239125955,1569.7623028606833,498991.98616000003,172094.47820000004,5135999.787280011
I - Ilocos,EQ,25,36923.577606510684,22572.543858849025,498991.98616000026,172094.4782,5135999.787280003
I - Ilocos,EQ,30,56193.254932728814,35997.15317958663,498991.98615999974,172094.47819999995,5135999.787279982
I - Ilocos,EQ,50,172970.39168757095,104786.18285424498,498991.98616000003,172094.4782,5135999.787280002
I - Ilocos,EQ,100,591436.6353453973,365539.550405155,498991.98616,172094.47819999995,5135999.787280015
I - Ilocos,EQ,200,1164755.6098763745,771245.8935514961,498991.9861599996,172094.4782000001,5135999.78727995
I - Ilocos,EQ,250,1387027.9042569997,902703.6852249992,498991.98615999985,172094.47820000013,5135999.787279983
I - Ilocos,EQ,500,1547225.2307504988,1445446.7975889992,498991.98615999985,172094.47820000013,5135999.787279983
I - Ilocos,EQ,1000,1534750.635704497,1791662.1411894986,498991.98615999985,172094.47820000013,5135999.787279983
I - Ilocos,EQ,2000,544089.8387999999,3908600.824315002,498991.98615999985,172094.47820000013,5135999.787279983
I - Ilocos,HU,1,15848.06216235542,9225.425790848023,498991.9861599999,172094.47819999998,5135999.787280002
I - Ilocos,HU,10,83076.89296836808,50277.94952100415,498991.98616,172094.4782,5135999.787279992
I - Ilocos,HU,25,246053.37047402898,142611.83216016533,498991.98616000003,172094.4782,5135999.787279985
I - Ilocos,HU,30,280985.79786046874,160459.34396286562,498991.98615999985,172094.4782,5135999.787279981
I - Ilocos,HU,50,411580.84131460666,246609.08902113908,498991.98616000015,172094.4782,5135999.787280008
I - Ilocos,HU,100,644062.3765240022,366994.6145940843,498991.98616000003,172094.4782,5135999.787280007
I - Ilocos,HU,200,863061.4590333207,548557.557877968,498991.9861599996,172094.4781999999,5135999.787279982
I - Ilocos,HU,250,1015948.5731717678,560282.0273739534,498991.98616000026,172094.47819999998,5135999.78728
I - Ilocos,HU,500,1290624.4515489994,817320.5858219994,498991.98615999985,172094.47820000013,5135999.787279983
I - Ilocos,HU,1000,1489899.2818174986,907041.4979234993,498991.98615999985,172094.47820000013,5135999.787279983
I - Ilocos,HU,2000,0.004641558706522715,0.0017356468583212073,498991.98616000003,172094.47819999998,5135999.787279989
I - Ilocos,PF,1,3651.876207320987,1977.9287391750256,498991.98616000026,172094.4782,5135999.787280022
I - Ilocos,PF,10,14536.368469348685,8301.972386330335,498991.98616000003,172094.47819999998,5135999.7872799905
