,,,k_q1,k_q2,k_q3,k_q4,k_q5,dk_q1,dk_q2,dk_q3,dk_q4,dk_q5,dc_q1,dc_q2,dc_q3,dc_q4,dc_q5,dw_q1,dw_q2,dw_q3,dw_q4,dw_q5,nrh_q1,nrh_q2,nrh_q3,nrh_q4,nrh_q5,dw_pds_q1,dw_pds_q2,dw_pds_q3,dw_pds_q4,dw_pds_q5
Colombo,PF,5,195934.40534189934,297275.6146196635,400577.1631543921,547584.7510111973,1231374.5726029964,26652.663797651134,38137.072420050696,52972.76773294483,71056.169502492,157091.63973538124,28283.317713470555,58430.698497497,92702.31572774166,141840.3632266605,372903.7552182523,137911.56687574813,77338.41738096606,69790.18227875758,59395.70584172126,42238.346196248065,0,0,0,0,0,0,0,0,0,0
Colombo,PF,10,195934.40534189934,297275.6146196635,400577.16315439204,547584.7510111973,1231374.5726029968,26230.28548831145,37269.51298502287,51647.60713434668,68914.89227433567,162065.37506051408,28322.607363412782,58160.16909690882,92652.68593085848,141835.40114648774,372907.0830841161,134737.74898967933,75615.57130011043,67302.2470653413,56992.822442647775,44474.663355812685,0,0,0,0,0,0,0,0,0,0
Colombo,PF,25,195934.40534189934,297275.61461966345,400577.16315439204,547584.7510111972,1231374.5726029968,26652.657989497617,38389.28687246464,52685.48687473268,69294.82148317265,159637.5599984556,28397.971298256685,58427.107542784834,92580.27634034031,141827.09048684046,372921.0052771094,137317.88610189973,78915.3520645744,68987.94226222855,57320.28518246579,44104.453398360914,0,0,0,0,0,0,0,0,0,0
Colombo,PF,50,195934.40534189934,297275.6146196635,400577.163154392,547584.7510111973,1231374.5726029968,26866.617633276826,37249.70687660732,52756.102900384336,69875.35550440593,156714.06931786577,28368.430234272582,58231.12020711182,92617.00863493992,141821.236258148,372913.68853888055,136235.03153143832,75014.14925477662,69995.89302023493,57576.32798699329,42080.63017021118,0,0,0,0,0,0,0,0,0,0
Colombo,PF,100,195934.40534189934,297275.61461966345,400577.1631543921,547584.7510111972,1231374.5726029964,26641.342421878973,38343.24832753257,52388.275718047684,69689.24032120686,155384.89113951888,28393.11096895715,58459.30063048762,92712.58396753721,141828.31683911794,372903.7552182523,136292.43912650636,78289.86748898224,69301.80801329167,57947.606140491436,42353.838454945064,0,0,0,0,0,0,0,0,0,0
Colombo,PF,250,195934.40534189937,297275.61461966357,400577.1631543921,547584.7510111972,1231374.5726029966,26257.5312255054,38002.815454789095,52421.60576376693,70194.91047226128,157774.98233885356,28179.990930401484,58395.82011226127,92598.95765220503,141842.79210797272,372903.7552182523,132669.75654597708,76960.52973950942,68514.21784062298,57382.69347814459,43582.79702772946,0,0,0,0,0,0,0,0,0,0
Colombo,PF,500,195934.40534189937,297275.6146196635,400577.16315439204,547584.7510111972,1231374.5726029968,26587.040111745155,38308.029536233094,53038.770997019914,70663.1747888343,163253.33434185272,28299.62535169109,58501.070809269135,92815.18814754052,141836.48757154567,372906.5933075792,137507.23568820476,79163.78610347204,70423.62568254123,59123.671128092275,43609.1111979063,0,0,0,0,0,0,0,0,0,0
Colombo,PF,1000,195934.40534189937,297275.61461966357,400577.1631543921,547584.7510111972,1231374.5726029964,26656.49486898454,37383.70492411925,51586.1786242779,70442.9749265112,157575.06861601453,28410.384804779016,58305.613043927726,92657.63011278388,141839.2187411093,372906.59330757934,137866.776417135,75800.45124484725,67288.5520212763,58178.07300759257,43356.558220686056,0,0,0,0,0,0,0,0,0,0
