district,hazard,rp,c,di0,dc_post_reco
Balaka,FF,1500.0,235098.89543413676,186897.9234242684,186897.92
Balaka,FF,1500.0,50125.77279343285,33780.609265832965,33780.61
Balaka,FF,1500.0,153415.87034468606,59920.77273104546,27784.75
Balaka,FF,1500.0,122849.89919837363,77058.34065759531,77058.19
Balaka,FF,1500.0,68870.87351264239,37812.886211021716,37812.48
Balaka,FF,1500.0,85286.51908825987,38423.2246839585,38423.01
Balaka,FF,1500.0,213912.9384290579,135784.44554096198,135784.3
Balaka,FF,1500.0,75202.76227739661,43472.010194565846,43472.01
Balaka,FF,1500.0,112374.41149305637,63100.35751684167,63100.3
Balaka,FF,1500.0,84680.9543101701,45601.0482277008,45600.22
Balaka,FF,1500.0,195141.50588369396,86467.61277278046,35258.76
Balaka,FF,1500.0,61899.65401942543,34631.40040514149,34631.22
Balaka,FF,1500.0,134910.5003599136,73016.23411561821,73014.29
Balaka,FF,1500.0,95944.57781228164,49418.409401378485,49417.04
Balaka,FF,1500.0,113023.36308546767,94175.77289979576,94175.77
Balaka,FF,1500.0,264805.57672451326,157653.29981913132,98292.61
Balaka,FF,1500.0,68805.611392376,36327.17402124543,36325.88
Balaka,FF,1500.0,99042.75698895073,64949.75114383773,64948.6
Balaka,FF,1500.0,159977.19674529196,81116.74242119401,81116.74
Balaka,FF,1500.0,144895.968558238,95073.33744026042,95072.38
Balaka,FF,1500.0,108527.60809894963,78945.46138825918,78945.46
Balaka,FF,1500.0,129592.74476819356,73559.52172182295,73557.55
Balaka,FF,1500.0,93764.57624572956,61816.64891163782,61816.23
Balaka,FF,1500.0,115592.86530920815,77293.02866147013,77290.72
Balaka,FF,1500.0,77451.8774732516,57038.822121090314,57037.74
Balaka,FF,1500.0,85201.77007216991,59767.52575136253,59767.53
Balaka,FF,1500.0,139268.89012988942,98750.16999525817,98749.02
Balaka,FF,1500.0,187550.09457755528,106503.19289404867,106501.39
Balaka,FF,1500.0,71621.85536238296,42265.358223515315,42265.13
Balaka,FF,1500.0,163037.41443659045,82861.99198687439,82861.99
Balaka,FF,1500.0,88071.21548219526,63197.388389552434,63197.0
Balaka,FF,1500.0,128870.37724480394,68325.79222598813,68324.75
Balaka,FF,1500.0,130008.7551959992,60778.22345562286,60778.1
Balaka,FF,1500.0,124049.14206444648,97413.96966021904,97412.24
Balaka,FF,1500.0,211253.6098405591,123721.04421415625,125980.0
Balaka,FF,1500.0,173125.9797022673,91481.41850565273,91481.42
Balaka,FF,1500.0,170644.75374929915,101484.31375386936,101483.83
Balaka,FF,1500.0,65468.017826981224,37282.81827260924,37280.58
Balaka,FF,1500.0,89331.21254214672,64090.31275776815,64090.02
Balaka,FF,1500.0,552224.0194200459,419152.5259706392,337297.47
Balaka,FF,1500.0,140130.63166508882,73200.96109391209,73200.72
Balaka,FF,1500.0,143523.20216080733,73165.39622104085,73163.13
Balaka,FF,1500.0,66761.55939530763,41688.67475496774,41688.43
Balaka,FF,1500.0,101891.46593759237,61011.329631585926,61011.22
Balaka,FF,1500.0,282171.9914271671,152608.90538503998,77148.03
Balaka,FF,1500.0,316819.72383610235,208426.5762602392,159187.1
Balaka,FF,1500.0,70767.27114890447,50764.85407253171,50764.73
Balaka,FF,1500.0,240332.99340247113,174520.44299157456,174520.44
Balaka,FF,1500.0,129021.02898122596,99009.31178313699,99009.31
Balaka,FF,1500.0,231475.3134826521,105748.33219659392,40306.76
Balaka,FF,1500.0,123790.62434907233,62506.514401639346,62506.51
Balaka,FF,1500.0,213435.49366409407,119414.94021796055,84023.44
Balaka,FF,1500.0,133578.93799139565,74939.60975415757,74934.5
Balaka,FF,1500.0,100162.64453331336,53356.99749854937,53355.92
Balaka,FF,1500.0,186287.05269013142,101016.95445322424,101010.64
Balaka,FF,1500.0,386197.8181537961,171929.86281113295,79348.62
Balaka,FF,1500.0,182138.51084782745,95278.08857375136,96840.68
Balaka,FF,1500.0,408028.32954589743,206964.28136162568,95480.88
Balaka,FF,1500.0,207523.2612114696,112071.35131271406,72683.62
Balaka,FF,1500.0,251914.9318680584,133713.794205377,68946.02
Balaka,FF,1500.0,425274.8334066367,290152.7553793212,203871.84
Balaka,FF,1500.0,78618.66326933254,39140.48131560567,39140.48
Balaka,FF,1500.0,231132.3472796139,148201.77863601694,148201.78
Balaka,FF,1500.0,141374.37646411595,85354.23845717571,85354.24
Balaka,FF,1500.0,100917.20023284014,61070.946332168074,61070.95
Balaka,FF,1500.0,127090.67954148552,82857.50142782705,82857.31
Balaka,FF,1500.0,108987.81202264092,59501.72624854339,59501.73
Balaka,FF,1500.0,188471.6570867846,105654.33387973887,105654.05
Balaka,FF,1500.0,170032.38753841378,111059.05641376984,111059.06
Balaka,FF,1500.0,265260.6716649651,214486.40729140717,214486.41
Balaka,FF,1500.0,59124.633849938175,40137.74822273505,40137.6
Balaka,FF,1500.0,132531.35125937854,63005.766109293036,63005.77
Balaka,FF,1500.0,143518.14062942454,109268.45485533534,109268.17
Balaka,FF,1500.0,287171.70885790896,125245.16228046562,42953.51
Balaka,FF,1500.0,71180.76662830429,41814.797138965216,41814.7
Balaka,FF,1500.0,387150.3034563169,274281.0145015476,210878.13
Balaka,FF,1500.0,106209.20528365039,84994.62795713944,84994.49
Balaka,FF,1500.0,135479.3215836217,99956.61773435684,99954.89
Balaka,FF,1500.0,506939.0359262578,296350.898879966,169462.19
Balaka,FF,1500.0,111990.3440734616,63937.98818367389,63937.63
Balaka,FF,1500.0,183109.91362389133,106593.16353838982,106592.83
Balaka,FF,1500.0,141573.3895511716,62528.83152970624,62528.83
Balaka,FF,1500.0,91377.72412712144,48740.192504900195,48739.47
Balaka,FF,1500.0,146253.88252451742,95844.20480342883,95843.42
Balaka,FF,1500.0,108238.57883970883,67324.49289493778,67324.31
Balaka,FF,1500.0,102931.30219967962,53634.47145978262,53633.27
Balaka,FF,1500.0,122180.4800384333,82334.07617132457,82332.63
Balaka,FF,1500.0,94109.39307117967,67272.84918007541,67272.38
Balaka,FF,1500.0,521962.1039542668,262978.5339131394,121330.21
Balaka,FF,1500.0,118418.01441099167,79856.80999949186,79854.86
Balaka,FF,1500.0,58827.55359234168,39873.52805200438,39872.76
Balaka,FF,1500.0,128577.46484195544,66919.38070152508,66917.77
Balaka,FF,1500.0,87981.48402115038,51286.638496501786,51286.05
Balaka,FF,1500.0,165812.2092097583,72626.3860666683,40440.65
Balaka,FF,1500.0,127612.72114311704,74570.05051590907,74570.05
Balaka,FF,1500.0,153501.4102250546,85634.5199661007,85628.75
Balaka,FF,1500.0,237303.06581304138,85105.34198583977,36534.14
Balaka,FF,1500.0,240758.95290290104,173849.9261325761,173849.93
Balaka,FF,1500.0,91441.98184975404,41545.08241726583,41545.01
Balaka,FF,1500.0,175383.04308412175,110237.73676922653,110237.52
Balaka,FF,1500.0,121381.65175659297,69192.53028208796,69191.23
Balaka,FF,1500.0,154315.28865411575,72226.0902172894,72224.29
Balaka,FF,1500.0,70221.3217201322,36620.30164125133,36620.09
Balaka,FF,1500.0,187005.86923291025,81795.24286221515,32449.31
Balaka,FF,1500.0,194217.83967548358,95838.77507215098,51826.57
Balaka,FF,1500.0,167986.01040036645,85994.31193619719,85993.91
Balaka,FF,1500.0,175554.4075559991,134937.8594068953,134937.63
Balaka,FF,1500.0,196363.7391743443,147485.6312331765,147484.74
Balaka,FF,1500.0,321304.9049672161,166745.72531464515,77051.58
Balaka,FF,1500.0,101686.27620052123,41939.65244778314,41938.38
Balaka,FF,1500.0,60831.65508037883,37318.751704302806,37318.75
Balaka,FF,1500.0,63178.86117270301,33311.6927943923,33310.99
Balaka,FF,1500.0,122656.3272575544,75072.4421062491,75071.95
Balaka,FF,1500.0,277300.552182407,120423.22304893768,38368.42
Balaka,FF,1500.0,183200.35686278687,96127.70285964546,97851.9
Balaka,FF,1500.0,101492.31673620552,53443.791335946014,53441.39
Balaka,FF,1500.0,131666.8179732759,58231.41722463888,58230.9
Balaka,FF,1500.0,466685.1197232134,284737.5184299384,174603.59
Balaka,FF,1500.0,81282.19925579327,48550.63048513354,48547.75
Balaka,FF,1500.0,132463.9617142029,93278.6111641047,93276.21
Balaka,FF,1500.0,199325.49426296266,123567.77582512426,123564.89
Balaka,FF,1500.0,142284.69288330426,75156.94628780575,75156.45
Balaka,FF,1500.0,131049.98337921668,76946.65811772567,76942.81
Balaka,FF,1500.0,133509.26284845494,70679.55476157265,70677.82
Balaka,FF,1500.0,179542.92592018025,117015.47281939797,117015.47
Balaka,FF,1500.0,127298.0757898938,84621.60359693441,84621.03
Balaka,FF,1500.0,104089.32521955416,43106.652183929735,43104.63
Balaka,FF,1500.0,55744.97816788845,29205.056917904752,29201.26
Balaka,FF,1500.0,396684.8366602947,232198.93510332747,132778.2
Balaka,FF,1500.0,368730.3784481996,218233.9295269091,125054.86
Balaka,FF,1500.0,99482.19281668717,45903.362295923835,45899.27
Balaka,FF,1500.0,49604.19780172566,33070.723989907514,33070.72
Balaka,FF,1500.0,90237.10012137507,43779.33679835484,43776.87
Balaka,FF,1500.0,268297.13179333584,156989.40731999985,95073.26
Balaka,FF,1500.0,142223.55907457188,80667.90299682714,80667.29
Balaka,FF,1500.0,131868.35391738013,102136.46800922896,102136.47
Balaka,FF,1500.0,139894.90665822258,100182.863022409,100181.64
Balaka,FF,1500.0,182363.4010140774,137751.84610725776,137751.85
Balaka,FF,1500.0,93798.20379485373,52401.57563307712,52400.27
Balaka,FF,1500.0,107006.34902457744,56259.473822645785,56259.47
Balaka,FF,1500.0,92442.00600405881,67087.83267406518,67087.21
Balaka,FF,1500.0,40818.51025718354,25770.369915475392,25770.16
Balaka,FF,1500.0,44349.44641275672,26815.67094617588,26815.43
Balaka,FF,1500.0,83577.76191072782,44551.57430912215,44550.86
Balaka,FF,1500.0,101307.70528766238,61363.89634601191,61363.32
Balaka,FF,1500.0,74169.61672710598,51298.551781349735,51298.55
Balaka,FF,1500.0,211258.4024780871,103171.01653655358,67963.2
Balaka,FF,1500.0,104055.28642100516,42836.2090461596,42834.54
Balaka,FF,1500.0,189059.03198646763,89939.38345917617,45224.14
Balaka,FF,1500.0,81669.99955478284,57335.20954631946,57335.21
Balaka,FF,1500.0,76211.59665976452,38832.80994921909,38831.73
Balaka,FF,1500.0,110411.20164254193,72377.45537189912,72377.46
Balaka,FF,1500.0,162310.73670288274,82953.4736898662,82951.74
Balaka,FF,1500.0,101438.78313319014,63052.40639941036,63052.41
Balaka,FF,1500.0,73899.75010933456,40383.48650601295,40379.16
Balaka,FF,1500.0,94883.05605167637,51888.46553551943,51888.35
Balaka,FF,1500.0,145810.72963467176,80289.56170077053,80289.08
Balaka,FF,1500.0,180303.7689907215,100364.38773901873,100364.39
Balaka,FF,1500.0,122427.47486126887,79464.11275520218,79463.77
Balaka,FF,1500.0,235877.7860275146,147954.53494754562,150401.29
Balaka,FF,1500.0,128472.12962869465,60069.37572281263,60068.96
Balaka,FF,1500.0,68555.41356921224,40387.727677982984,40387.35
Balaka,FF,1500.0,89823.24875304988,49242.366948220566,49242.37
Balaka,FF,1500.0,218279.34756281824,91698.67526274137,29989.26
Balaka,FF,1500.0,173699.67264993125,113039.26270977245,113039.26
Balaka,FF,1500.0,178209.6711021061,109529.04030813283,109528.32
Balaka,FF,1500.0,115698.56432003713,50812.84080308495,50812.84
Balaka,FF,1500.0,146246.8754670094,93499.46811300305,93497.55
Balaka,FF,1500.0,99701.08823170573,57551.28012202086,57551.11
Balaka,FF,1500.0,304043.5328580399,196621.18740555173,137243.88
Balaka,FF,1500.0,83762.46035434159,68433.34180601023,68433.34
Balaka,FF,1500.0,208930.01895559253,114058.13720002626,77204.47
Balaka,FF,1500.0,124486.33183763179,65580.51072716746,65580.51
Balaka,FF,1500.0,62339.60786326435,37616.923814174064,37615.98
Balaka,FF,1500.0,314186.0192502286,139830.34806845387,47952.51
Balaka,FF,1500.0,116682.01986770616,82936.21524426539,82936.22
Balaka,FF,1500.0,138460.76919277606,75814.30947755606,75809.98
Balaka,FF,1500.0,159445.37215253472,72320.28340336822,74140.47
Balaka,FF,1500.0,67875.57872672335,35167.91986994514,35166.77
Balaka,FF,1500.0,236978.02059455516,122545.78782581887,63500.41
Balaka,FF,1500.0,98933.9973333638,50481.11838779659,50478.81
Balaka,FF,1500.0,211786.85798901774,100997.30345699842,44107.08
Balaka,FF,1500.0,144782.71679354887,91166.06416872752,91163.18
Balaka,FF,1500.0,81820.85691591726,57673.23446422402,57671.07
Balaka,FF,1500.0,406604.6473062135,194733.52493069,89854.52
