region,hazard,rp,c,di0,dc_post_reco
ARMM,PF,1000,20142.824,1755.0632860434366,0.36
ARMM,PF,1000,71921.03900000003,5928.162840755342,0.37
ARMM,PF,1000,57718.39099999999,7577.974225585076,8.17
ARMM,PF,1000,15395.438000000006,2170.4813586184023,799.01
ARMM,PF,1000,14412.153000000006,3106.7724469672808,1612.94
ARMM,PF,1000,74586.55500000001,9243.725817031522,6.33
ARMM,PF,1000,23192.082,3590.00487089255,14.31
ARMM,PF,1000,17391.084,1988.9095964677965,226.51
ARMM,PF,1000,13815.746000000005,1517.9352349640658,123.3
ARMM,PF,1000,17688.865,3283.055237559126,2162.16
ARMM,PF,1000,151353.05000000002,10250.006733901428,0.41
ARMM,PF,1000,32430.111000000004,12164.34327683888,1219.96
ARMM,PF,1000,27489.965000000004,5286.426875882166,35.75
ARMM,PF,1000,20776.736000000004,1864.183884071906,0.41
ARMM,PF,1000,24272.645000000004,2085.9354378629846,0.35
ARMM,PF,1000,22771.412,5351.9534465665365,166.51
ARMM,PF,1000,64823.219000000005,6546.9616616161165,1.54
ARMM,PF,1000,21625.789,1268.3226506452538,0.42
ARMM,PF,1000,19905.674,1665.3927721618609,0.41
ARMM,PF,1000,16976.408,1926.4067456745008,1451.81
ARMM,PF,1000,21900.822,5546.646019855687,314.11
ARMM,PF,1000,34364.492,4137.440029433871,2.84
ARMM,PF,1000,16330.425000000005,1916.0600270630575,807.15
ARMM,PF,1000,88954.83600000002,10454.28322259236,7.27
ARMM,PF,1000,18499.889,2808.471253105847,87.86
ARMM,PF,1000,10899.349999999997,3837.1069025741413,2247.83
ARMM,PF,1000,16323.756000000005,7087.334665922668,5082.18
ARMM,PF,1000,46557.780999999995,5544.960273689577,3.82
ARMM,PF,1000,24813.604,2063.6191485995873,0.34
ARMM,PF,1000,21868.143000000004,2323.6772041905506,1.61
ARMM,PF,1000,135539.14,19668.62094436143,43.73
ARMM,PF,1000,16666.902,3180.509692143177,1675.9
ARMM,PF,1000,15294.697999999995,3049.811798475725,1564.23
ARMM,PF,1000,31865.129000000008,6813.163112115214,72.28
ARMM,PF,1000,20687.771000000004,4582.171794040147,180.82
ARMM,PF,1000,11868.832,3617.1647741489796,2055.77
ARMM,PF,1000,16596.479,3631.644464695663,2072.34
ARMM,PF,1000,15923.284000000005,2761.946791687834,1312.98
ARMM,PF,1000,19582.527,4311.227547610667,999.73
ARMM,PF,1000,26568.811,2552.8479291940275,0.67
ARMM,PF,1000,31955.139,3893.6421260972443,2.69
ARMM,PF,1000,17021.527,6390.259613470463,4470.12
ARMM,PF,1000,57369.64800000001,21172.284474033528,2020.3
ARMM,PF,1000,23259.92,8470.62579612097,4369.47
ARMM,PF,1000,21151.076,9798.445007293114,7440.34
ARMM,PF,1000,24809.822000000004,2073.183272569615,0.34
ARMM,PF,1000,20037.805000000004,8551.602045733869,6349.46
ARMM,PF,1000,19703.607,5250.385255412731,4181.29
ARMM,PF,1000,21984.320000000003,8700.483575533963,6457.93
ARMM,PF,1000,91218.422,6317.103882203124,0.37
ARMM,PF,1000,24011.458999999995,6538.209661714554,333.87
ARMM,PF,1000,12722.372,5665.149431579587,3843.84
ARMM,PF,1000,10973.9,3605.037128435677,2046.91
ARMM,PF,1000,18948.289,8579.338005246947,6376.0
ARMM,PF,1000,17829.258,7068.844026247281,5064.19
ARMM,PF,1000,24965.461,7946.830606695799,685.34
ARMM,PF,1000,26197.689,7500.1860172955185,327.42
ARMM,PF,1000,41797.527,9321.832829453411,123.22
ARMM,PF,1000,23594.47700000001,6474.9119277085765,299.6
ARMM,PF,1000,17355.432,4157.524689770929,2530.35
ARMM,PF,1000,27265.754000000004,12543.667390823322,5691.7
ARMM,PF,1000,33564.16,13860.38081209993,1995.18
ARMM,PF,1000,30461.307000000004,8318.875029129867,236.07
ARMM,PF,1000,27436.578,7388.604570978531,230.85
ARMM,PF,1000,27390.865000000005,10119.161964421366,1201.65
ARMM,PF,1000,17746.475000000002,3061.1572786734496,2222.99
ARMM,PF,1000,15868.706000000002,7487.433852002148,5421.81
ARMM,PF,1000,15656.256000000005,7502.0988420895255,5436.01
ARMM,PF,1000,18050.977000000006,6091.071752378142,4212.34
ARMM,PF,1000,11319.878,4311.188281556036,2663.44
ARMM,PF,1000,16887.494,5789.801847322279,3946.39
ARMM,PF,1000,26400.69100000001,11441.880309476162,4417.86
ARMM,PF,1000,94694.65600000002,6392.9792656986765,0.37
ARMM,PF,1000,109677.98,15445.422603329649,23.93
ARMM,PF,1000,29495.68,2101.238036215029,0.34
ARMM,PF,1000,23829.5,2854.2533967885224,1.87
ARMM,PF,1000,45414.45300000001,6049.946019307025,6.53
ARMM,PF,1000,21020.487999999994,2152.884305653177,0.57
ARMM,PF,1000,50009.258000000016,23631.356309276136,4275.81
ARMM,PF,1000,69618.69500000004,26039.283920796708,2285.5
ARMM,PF,1000,88180.22700000001,14920.989805639807,62.15
ARMM,PF,1000,18537.318,1233.470639580024,0.34
ARMM,PF,1000,15421.942000000005,6182.887342490405,4290.67
ARMM,PF,1000,18944.676,8365.739236583002,6192.87
ARMM,PF,1000,22283.68899999999,4212.1187285069755,45.29
ARMM,PF,1000,59133.09400000003,4769.947427985017,0.36
ARMM,PF,1000,23404.612999999998,9843.396389952242,7879.37
ARMM,PF,1000,24715.367,8498.680559766384,1102.93
ARMM,PF,1000,16872.609000000004,6321.567140055805,4415.61
ARMM,PF,1000,14646.375000000005,5304.2631537772195,3529.38
ARMM,PF,1000,20542.379,1396.043295491672,0.32
ARMM,PF,1000,35660.316000000006,10336.586382673324,376.97
ARMM,PF,1000,58101.75000000001,8489.43523992869,18.86
ARMM,PF,1000,21375.674000000006,10235.844276855702,7827.47
ARMM,PF,1000,21290.01,8540.762705234505,6339.12
ARMM,PF,1000,21300.088,2035.2455808218397,0.37
ARMM,PF,1000,19360.771000000004,3294.840707674453,53.4
ARMM,PF,1000,18619.412,3293.565491145116,616.91
ARMM,PF,1000,20754.609000000004,4299.3925286596705,106.45
ARMM,PF,1000,21125.16,2545.013388424302,1.81
ARMM,PF,1000,15096.342,4886.948544551688,3163.94
ARMM,PF,1000,17920.682000000004,8008.041000103975,5887.85
ARMM,PF,1000,18558.637,6721.985130267621,4756.02
ARMM,PF,1000,27171.596000000005,9942.863279240526,1197.6
ARMM,PF,1000,21986.119,9633.623270876304,7288.95
ARMM,PF,1000,29024.096,9214.819350467516,626.48
ARMM,PF,1000,19983.455,7385.184983426964,5339.37
ARMM,PF,1000,19451.166,7679.443690648864,5590.43
ARMM,PF,1000,57683.86700000001,24714.97155508025,3566.18
ARMM,PF,1000,33965.035,10795.345529102306,622.54
ARMM,PF,1000,35492.949000000015,8409.096598580461,157.83
ARMM,PF,1000,31432.369,7183.294709755276,107.84
ARMM,PF,1000,32861.84,12510.192956928227,1285.13
ARMM,PF,1000,24064.369,2836.0815612454708,1.71
ARMM,PF,1000,24778.27000000001,5752.8205679715065,103.93
ARMM,PF,1000,16240.928000000002,4160.7127310942715,2527.6
ARMM,PF,1000,22363.041000000005,10666.548659639273,8204.95
ARMM,PF,1000,21601.352000000006,6090.752948245809,982.88
ARMM,PF,1000,23784.754,2463.399530546735,0.55
ARMM,PF,1000,19694.582,7052.266211365901,5048.2
ARMM,PF,1000,22718.94100000001,8448.309506857573,7193.47
ARMM,PF,1000,20422.482000000004,4166.770009608622,102.47
ARMM,PF,1000,15305.591,3223.4285820315813,1713.91
ARMM,PF,1000,19194.842000000004,9141.070886419893,6867.66
ARMM,PF,1000,19761.375,7779.139633087986,5684.58
ARMM,PF,1000,16993.393000000004,4491.631420457221,2820.86
ARMM,PF,1000,18867.148000000005,8267.22875969172,6100.21
ARMM,PF,1000,20835.127000000008,7245.461515560455,5309.39
ARMM,PF,1000,27180.305000000004,9853.59812218694,1080.81
ARMM,PF,1000,37058.652,6928.251403887878,49.28
ARMM,PF,1000,18815.473,7513.575790853557,5446.97
ARMM,PF,1000,22659.55300000001,7415.0653139622755,2033.23
ARMM,PF,1000,23567.924000000006,3120.142202536236,3.35
ARMM,PF,1000,34370.57,7763.199426471275,122.28
ARMM,PF,1000,24317.359000000004,6260.4823980191795,230.79
ARMM,PF,1000,34230.098,3114.0298344176354,2.33
ARMM,PF,1000,23432.035,1910.3916355647225,0.37
ARMM,PF,1000,31303.672000000002,3647.970489505564,2.54
ARMM,PF,1000,26044.132999999998,2884.9109482333065,1.15
ARMM,PF,1000,24697.236000000008,2035.2455808218397,0.34
ARMM,PF,1000,97789.19500000002,8626.202212700082,1.06
ARMM,PF,1000,38397.26600000002,5073.767766099557,5.47
ARMM,PF,1000,42290.500000000015,3691.019817486199,0.48
ARMM,PF,1000,23162.896,3424.912793666827,7.34
ARMM,PF,1000,32337.49,4566.052395922941,10.16
ARMM,PF,1000,39244.691000000006,5313.221082323338,8.23
ARMM,PF,1000,31648.129000000004,10904.37654236062,782.06
ARMM,PF,1000,55117.59,5132.506258559006,0.7
ARMM,PF,1000,47389.16,6858.773044935197,15.25
ARMM,PF,1000,38914.445,4809.355793959771,5.24
ARMM,PF,1000,61740.89500000001,6609.766075685966,2.64
ARMM,PF,1000,21247.574,2986.599947404943,5.07
ARMM,PF,1000,23345.209,4335.322968947952,39.52
ARMM,PF,1000,21543.236000000008,4142.0079967703205,49.86
ARMM,PF,1000,19075.877,2474.238871046099,5.81
ARMM,PF,1000,28894.041000000016,3637.236345801436,3.92
ARMM,PF,1000,22224.945,3134.1345855710747,9.81
ARMM,PF,1000,68158.69499999998,8832.442824773727,19.79
ARMM,PF,1000,39247.11300000001,3062.4231437601343,0.48
ARMM,PF,1000,40860.16399999998,9920.42713385631,221.71
ARMM,PF,1000,31465.03100000001,9187.08339095864,413.4
ARMM,PF,1000,33157.059,3552.1831219082273,1.45
ARMM,PF,1000,60103.85500000003,10777.49249769159,58.72
ARMM,PF,1000,39787.703,7475.120158818434,53.22
ARMM,PF,1000,26244.441000000006,4532.757153528338,18.96
ARMM,PF,1000,43835.836,6765.661296397412,15.04
ARMM,PF,1000,40239.371000000014,5383.645382728448,5.82
ARMM,PF,1000,32858.781,4788.119263528071,10.66
ARMM,PF,1000,22302.48,10128.088480126726,7727.01
ARMM,PF,1000,29334.951,5086.838735525262,19.76
ARMM,PF,1000,20484.055000000004,2828.1114579371147,5.47
ARMM,PF,1000,14867.815,8792.299165646225,6559.27
ARMM,PF,1000,16967.980000000003,3723.632265664017,2152.47
ARMM,PF,1000,16436.938000000006,3635.961129272099,2072.33
ARMM,PF,1000,46654.762,6585.536961628561,10.21
ARMM,PF,1000,15612.133,4527.337483278658,2850.89
ARMM,PF,1000,28304.041000000005,9657.533580801375,770.32
ARMM,PF,1000,49793.043,9421.618522874032,67.05
ARMM,PF,1000,40903.20700000002,3829.7940417313207,0.47
ARMM,PF,1000,138031.55,17909.45974214105,19.32
ARMM,PF,1000,34174.70700000002,7690.512084299066,121.15
ARMM,PF,1000,64320.97300000003,20927.89726708171,1311.55
ARMM,PF,1000,31931.352000000003,5682.046050593302,30.98
ARMM,PF,1000,27494.529,1766.1748931317345,0.32
ARMM,PF,1000,15992.621000000005,1879.9879683750605,468.31
ARMM,PF,1000,19181.266,3386.337493654383,114.15
ARMM,PF,1000,19186.674000000006,2394.2190338302025,3.45
ARMM,PF,1000,18631.195000000003,3955.402869871015,3109.24
ARMM,PF,1000,25125.63700000001,7314.642012276987,365.81
ARMM,PF,1000,25898.225,2572.7493479373816,0.63
ARMM,PF,1000,23429.666,4609.907753553226,42.69
ARMM,PF,1000,30167.178,3528.842940807792,2.42
ARMM,PF,1000,24813.227000000006,10220.541678503658,5893.43
ARMM,PF,1000,26562.42000000001,2587.095533892423,0.65
ARMM,PF,1000,23504.504000000008,2748.4104248535527,1.86
ARMM,PF,1000,29609.715,1970.847146090321,0.34
ARMM,PF,1000,25743.31600000001,8108.14549765693,530.93
ARMM,PF,1000,23269.025,6443.031514475153,372.43
ARMM,PF,1000,25064.193000000007,1754.0603361030326,0.34
ARMM,PF,1000,22448.301000000003,8727.26312265004,6914.97
ARMM,PF,1000,17918.141,6407.0066475213835,4486.12
ARMM,PF,1000,21455.77700000001,1971.4847543549893,0.34
ARMM,PF,1000,25770.037000000004,6214.767755723832,125.1
ARMM,PF,1000,49444.895,6648.341375698408,7.18
ARMM,PF,1000,10598.167999999998,1631.1066505034232,137.54
ARMM,PF,1000,14621.492000000006,1913.5596324999094,374.77
ARMM,PF,1000,11548.568,1193.625940232516,10.29
ARMM,PF,1000,10558.956000000002,1185.9962477754354,12.95
ARMM,PF,1000,22763.423999999995,2137.952866175298,0.38
ARMM,PF,1000,15185.084,2235.454575927747,855.13
ARMM,PF,1000,18322.338000000003,1488.4964938686041,0.33
ARMM,PF,1000,20666.709,1932.4550876596209,0.41
ARMM,PF,1000,9800.340800000002,1169.5480731996154,17.19
ARMM,PF,1000,15160.354,1373.1679300700678,21.93
ARMM,PF,1000,11455.414,844.3922904203928,0.92
ARMM,PF,1000,11053.685,1097.3238234944818,4.94
ARMM,PF,1000,51411.79300000001,5399.266785212824,2.17
ARMM,PF,1000,50866.141,7043.339695660542,10.91
ARMM,PF,1000,8716.0879,983.4985932841059,13.49
ARMM,PF,1000,25061.65600000001,2253.6264114707988,0.35
ARMM,PF,1000,17208.306999999993,1532.5961736120755,6.04
ARMM,PF,1000,28816.596,4786.5252428664,19.95
ARMM,PF,1000,20055.463,1808.5758427321887,0.34
ARMM,PF,1000,12789.576000000001,2205.553620789881,829.71
ARMM,PF,1000,22885.951,2126.847076274406,0.48
ARMM,PF,1000,47320.05500000001,5124.457623140703,2.06
ARMM,PF,1000,21476.264,2547.406108851816,2.64
ARMM,PF,1000,64701.934,11823.48885588026,64.45
ARMM,PF,1000,44415.754,8412.603444036138,59.87
ARMM,PF,1000,24704.49,3735.8119533110553,19.86
ARMM,PF,1000,15248.326999999996,2300.396192244591,911.65
ARMM,PF,1000,40208.29700000001,7076.814129555639,38.56
ARMM,PF,1000,18335.748,1941.5171659155703,2.11
ARMM,PF,1000,17636.271,1557.532702247751,1.57
ARMM,PF,1000,14508.188,1725.0095812002012,170.69
ARMM,PF,1000,13786.458000000002,2837.037973642473,1377.38
ARMM,PF,1000,74818.66400000003,12604.558980099166,52.53
ARMM,PF,1000,27118.787000000004,1814.63312124654,0.34
ARMM,PF,1000,26917.188,8619.826130053398,595.62
ARMM,PF,1000,13192.923,694.4030792765942,0.4
ARMM,PF,1000,12857.713,1842.831860428893,286.65
ARMM,PF,1000,13553.721,1984.6211672065758,494.8
ARMM,PF,1000,22531.137,3275.7124597343986,7.98
ARMM,PF,1000,18147.752,1892.421329536096,1.67
ARMM,PF,1000,20541.043,1345.197515739671,0.35
ARMM,PF,1000,22356.666000000005,3317.794605202519,7.97
ARMM,PF,1000,19863.234000000008,3719.806616076006,81.85
